Season,Team Name,3PA/G,W/L%,average
1984,Los Angeles Clippers,2.3,0.378,False
1982,Atlanta Hawks,2.3,0.524,False
1979,Cleveland Cavaliers,2.3,0.451,False
1984,Houston Rockets,2.3,0.585,False
1982,Boston Celtics,2.3,0.683,False
1984,Seattle SuperSonics,2.3,0.378,False
1982,Dallas Mavericks,2.3,0.463,False
1979,Utah Jazz,2.3,0.293,False
1983,Dallas Mavericks,2.2,0.524,False
1981,Boston Celtics,2.2,0.768,False
1985,Phoenix Suns,2.2,0.39,False
1982,Utah Jazz,2.2,0.366,False
1985,Detroit Pistons,2.2,0.561,False
1980,Chicago Bulls,2.2,0.549,False
1981,Houston Rockets,2.1,0.561,False
1981,Phoenix Suns,2.1,0.561,False
1986,Detroit Pistons,2.1,0.634,False
1985,Utah Jazz,2.1,0.512,False
1982,Milwaukee Bucks,2.1,0.622,False
1980,Indiana Pacers,2.1,0.537,False
1980,Kansas City Kings,2.0,0.488,False
1985,Atlanta Hawks,2.0,0.61,False
1983,New York Knicks,2.0,0.573,False
1980,Dallas Mavericks,2.0,0.183,False
1983,Cleveland Cavaliers,2.0,0.341,False
1981,Milwaukee Bucks,2.0,0.671,False
1980,Utah Jazz,2.0,0.341,False
1984,Chicago Bulls,2.0,0.463,False
1980,Phoenix Suns,2.0,0.695,False
1982,Phoenix Suns,1.9,0.646,False
1984,Indiana Pacers,1.9,0.268,False
1979,Milwaukee Bucks,1.9,0.598,False
1983,Houston Rockets,1.9,0.354,False
1981,Seattle SuperSonics,1.9,0.634,False
1982,Golden State Warriors,1.8,0.366,False
1982,Portland Trail Blazers,1.8,0.561,False
1982,New Jersey Nets,1.8,0.598,False
1981,Denver Nuggets,1.8,0.561,False
1980,Portland Trail Blazers,1.8,0.549,False
1981,New Jersey Nets,1.8,0.537,False
1980,Denver Nuggets,1.8,0.451,False
1985,Indiana Pacers,1.7,0.317,False
1983,Detroit Pistons,1.7,0.598,False
1983,Seattle SuperSonics,1.7,0.512,False
1981,Portland Trail Blazers,1.7,0.512,False
1981,Philadelphia 76ers,1.7,0.707,False
1987,Washington Bullets,1.7,0.463,False
1982,Seattle SuperSonics,1.7,0.585,False
1980,New Jersey Nets,1.7,0.293,False
1981,Cleveland Cavaliers,1.7,0.183,False
1985,Sacramento Kings,1.6,0.451,False
1979,Portland Trail Blazers,1.6,0.463,False
1982,New York Knicks,1.6,0.537,False
1980,Milwaukee Bucks,1.6,0.732,False
1981,Kansas City Kings,1.6,0.366,False
1983,Portland Trail Blazers,1.6,0.585,False
1983,San Diego Clippers,1.6,0.366,False
1981,Atlanta Hawks,1.6,0.512,False
1982,Denver Nuggets,1.5,0.549,False
1979,Philadelphia 76ers,1.5,0.72,False
1979,Golden State Warriors,1.5,0.293,False
1982,Cleveland Cavaliers,1.5,0.28,False
1980,Houston Rockets,1.4,0.488,False
1983,Chicago Bulls,1.4,0.329,False
1980,Seattle SuperSonics,1.4,0.415,False
1979,Kansas City Kings,1.4,0.573,False
1982,Philadelphia 76ers,1.3,0.793,False
1983,Philadelphia 76ers,1.3,0.634,False
1983,Atlanta Hawks,1.3,0.488,False
1979,Los Angeles Lakers,1.2,0.732,False
1981,Utah Jazz,1.2,0.305,False
1982,Los Angeles Lakers,1.2,0.707,False
1981,Los Angeles Lakers,1.1,0.695,False
1980,Los Angeles Lakers,1.1,0.659,False
1980,San Antonio Spurs,1.0,0.634,False
1980,Detroit Pistons,1.0,0.256,False
1980,Philadelphia 76ers,1.0,0.756,False
1980,Atlanta Hawks,1.0,0.378,False
1979,Atlanta Hawks,0.9,0.61,False
1979,League Average,2.768181818181818,0.5001363636363636,True
1980,League Average,2.017391304347826,0.5000869565217392,True
1981,League Average,2.2869565217391306,0.49995652173913047,True
1982,League Average,2.252173913043478,0.49995652173913047,True
1983,League Average,2.373913043478261,0.49995652173913047,True
1984,League Average,3.143478260869565,0.49995652173913047,True
1985,League Average,3.3391304347826085,0.5000434782608696,True
1986,League Average,4.734782608695652,0.5000869565217392,True
1987,League Average,4.991304347826087,0.49995652173913047,True
1988,League Average,6.5520000000000005,0.49996,True
1989,League Average,6.607407407407408,0.5000370370370371,True
1990,League Average,7.14074074074074,0.5000370370370371,True
1991,League Average,7.62962962962963,0.499962962962963,True
1992,League Average,8.948148148148148,0.5000370370370371,True
1993,League Average,9.896296296296295,0.499962962962963,True
1994,League Average,15.296296296296296,0.5,True
1995,League Average,16.06551724137931,0.5000344827586207,True
1996,League Average,16.79310344827586,0.5000689655172414,True
1997,League Average,12.710344827586209,0.49996551724137933,True
1998,League Average,13.16551724137931,0.5,True
1999,League Average,13.717241379310344,0.5000689655172414,True
2000,League Average,13.706896551724139,0.49996551724137933,True
2001,League Average,14.755172413793103,0.5,True
2002,League Average,14.675862068965518,0.5,True
2003,League Average,14.920689655172414,0.49993103448275866,True
2004,League Average,15.75,0.5001,True
2005,League Average,15.983333333333333,0.5,True
2006,League Average,16.94,0.49996666666666667,True
2007,League Average,18.10666666666667,0.49996666666666667,True
2008,League Average,18.133333333333333,0.5001,True
2009,League Average,18.136666666666667,0.5000333333333333,True
2010,League Average,18.009999999999998,0.5,True
2011,League Average,18.386666666666667,0.4999,True
2012,League Average,19.966666666666665,0.5001,True
2013,League Average,21.53666666666667,0.5000333333333333,True
2014,League Average,22.41,0.5000333333333333,True
2015,League Average,24.083333333333332,0.4999,True
2016,League Average,27.003333333333334,0.49996666666666667,True
2017,League Average,28.996666666666666,0.5,True
2018,League Average,32.00666666666667,0.49996666666666667,True
2019,League Average,34.10333333333333,0.49493333333333334,True
2020,League Average,34.63666666666666,0.5000333333333333,True
2021,League Average,35.18,0.4999333333333334,True
2022,League Average,34.21,0.49996666666666667,True
2023,League Average,35.10666666666667,0.5,True
2024,League Average,37.583333333333336,0.5000666666666667,True
2025,League Average,36.99333333333333,0.5011,True
