name,date,total,1 unit,2 units,3 and 4 units,5 units or more,multi_total,rt,multi_rt,population,rt_pc,multi_rt_pc,lat,lng,region
"Show Low, AZ",2025-08-01,29.0,27.0,2.0,0.0,0.0,2.0,486.0,38.0,,,,34.2671,-110.0384,
"Shreveport, LA",2025-08-01,143.0,73.0,0.0,0.0,70.0,70.0,1007.0,70.0,383269.0,2.627397467574993,0.18263934729915543,32.4653,-93.7955,
"Sidney, OH",2025-08-01,30.0,12.0,0.0,0.0,18.0,18.0,436.0,345.0,,,,40.2891,-84.1667,
"Sierra Vista, AZ",2025-08-01,43.0,35.0,0.0,8.0,0.0,8.0,421.0,16.0,125773.0,3.3473002949758692,0.12721331287319218,31.563,-110.3153,
"Sikeston, MO",2025-08-01,16.0,16.0,0.0,0.0,0.0,0.0,120.0,34.0,,,,36.8854,-89.5877,
"Sioux City, IA",2025-08-01,138.0,38.0,0.0,0.0,100.0,100.0,580.0,335.0,145994.0,3.9727660040823594,2.294614847185501,42.4959,-96.3901,
"Sioux Falls, SD",2025-08-01,303.0,110.0,4.0,20.0,169.0,193.0,2336.0,1082.0,308266.0,7.5778710594097305,3.509955687620432,43.5396,-96.7311,
"Slidell, LA",2025-08-01,69.0,69.0,0.0,0.0,0.0,0.0,987.0,10.0,277615.0,3.555283396070097,0.036021108369504534,30.2887,-89.7828,
"Snyder, TX",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,32.7133,-100.9116,
"Somerset, KY",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,79.0,57.0,,,,37.0834,-84.6109,
"Somerset, PA",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,59.0,0.0,,,,40.0049,-79.0778,
"Sonora, CA",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,87.0,0.0,,,,37.9819,-120.3828,
"South Bend, IN",2025-08-01,86.0,78.0,8.0,0.0,0.0,8.0,653.0,170.0,325294.0,2.00741483089144,0.5226041673071129,41.6767,-86.2696,
"Sparta, WI",2025-08-01,9.0,7.0,2.0,0.0,0.0,2.0,126.0,24.0,,,,43.9377,-90.8131,
"Spartanburg, SC",2025-08-01,217.0,217.0,0.0,0.0,0.0,0.0,3466.0,30.0,395934.0,8.753984249900235,0.07577020412492992,34.9442,-81.9251,
"Spearfish, SD",2025-08-01,19.0,19.0,0.0,0.0,0.0,0.0,247.0,50.0,,,,44.4909,-103.8155,
"Spencer, IA",2025-08-01,5.0,1.0,0.0,4.0,0.0,4.0,26.0,10.0,,,,43.1468,-95.1534,
"Spirit Lake, IA",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,232.0,45.0,,,,43.4176,-95.1109,
"Spokane, WA",2025-08-01,188.0,128.0,8.0,0.0,52.0,60.0,3186.0,1509.0,604962.0,5.266446487547978,2.494371547303798,47.6671,-117.433,
"Springfield, IL",2025-08-01,11.0,9.0,2.0,0.0,0.0,2.0,263.0,92.0,206308.0,1.274793027900033,0.44593520367605716,39.7709,-89.654,
"Springfield, MA",2025-08-01,24.0,18.0,6.0,0.0,0.0,6.0,296.0,64.0,464151.0,0.6377234994646138,0.137886162046403,42.1155,-72.5395,
"Springfield, MO",2025-08-01,112.0,105.0,2.0,0.0,5.0,7.0,1875.0,278.0,496975.0,3.7728255948488356,0.5593842748629206,37.1943,-93.2916,
"Springfield, OH",2025-08-01,19.0,19.0,0.0,0.0,0.0,0.0,244.0,70.0,134985.0,1.8076082527688262,0.5185761380894174,39.93,-83.7959,
"St. Cloud, MN",2025-08-01,53.0,53.0,0.0,0.0,0.0,0.0,810.0,362.0,205878.0,3.9343688980852733,1.758322890255394,45.534,-94.1718,
"St. George, UT",2025-08-01,276.0,228.0,0.0,3.0,45.0,48.0,2538.0,224.0,207943.0,12.20526778973084,1.0772182761622175,37.0758,-113.5752,
"St. Joseph, MO",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,75.0,2.0,119124.0,0.6295960511735671,0.016789228031295123,39.7598,-94.821,
"St. Louis, MO",2025-08-01,607.0,378.0,6.0,26.0,197.0,229.0,6406.0,2133.0,2811927.0,2.2781530245984336,0.7585545428455291,38.6359,-90.2451,Midwest
"St. Marys, PA",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,46.0,0.0,,,,41.4574,-78.5342,
"Starkville, MS",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,58.0,0.0,,,,33.4608,-88.8297,
"State College, PA",2025-08-01,28.0,25.0,0.0,3.0,0.0,3.0,316.0,56.0,159805.0,1.9774099683989863,0.35042708300741526,40.7909,-77.8567,
"Statesboro, GA",2025-08-01,55.0,49.0,6.0,0.0,0.0,6.0,1172.0,349.0,,,,32.4375,-81.7751,
"Staunton, VA",2025-08-01,54.0,38.0,0.0,0.0,16.0,16.0,895.0,385.0,128481.0,6.966010538523206,2.996552019364731,38.1593,-79.0611,
"Steamboat Springs, CO",2025-08-01,26.0,26.0,0.0,0.0,0.0,0.0,393.0,190.0,,,,40.4777,-106.8243,
"Stephenville, TX",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,86.0,79.0,,,,32.2147,-98.2205,
"Sterling, CO",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,40.6205,-103.1925,
"Sterling, IL",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,26.0,4.0,,,,41.7996,-89.6956,
"Stevens Point, WI",2025-08-01,78.0,9.0,0.0,0.0,69.0,69.0,316.0,198.0,,,,44.5241,-89.5507,
"Stillwater, OK",2025-08-01,46.0,10.0,0.0,0.0,36.0,36.0,204.0,57.0,,,,36.1317,-97.0742,
"Stockton, CA",2025-08-01,183.0,183.0,0.0,0.0,0.0,0.0,3064.0,0.0,816108.0,3.754405054233018,0.0,37.9765,-121.3109,
"Storm Lake, IA",2025-08-01,3.0,1.0,2.0,0.0,0.0,2.0,95.0,2.0,,,,42.6431,-95.196,
"Sturgis, MI",2025-08-01,11.0,6.0,0.0,0.0,5.0,5.0,167.0,49.0,,,,41.7991,-85.4184,
"Sulphur Springs, TX",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,71.0,0.0,,,,33.1421,-95.6122,
"Summerville, GA",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,34.4788,-85.3491,
"Sumter, SC",2025-08-01,27.0,25.0,2.0,0.0,0.0,2.0,379.0,42.0,104776.0,3.6172405894479653,0.40085515766969537,33.9392,-80.393,
"Sunbury, PA",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,94.0,6.0,,,,40.8616,-76.7871,
"Susanville, CA",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,16.0,8.0,,,,40.4206,-120.6132,
"Sweetwater, TX",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,,,,32.4692,-100.4092,
"Syracuse, NY",2025-08-01,46.0,46.0,0.0,0.0,0.0,0.0,849.0,323.0,655189.0,1.2958093008277003,0.4929875196317398,43.0407,-76.1437,
"Tahlequah, OK",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,54.0,12.0,,,,35.9112,-94.977,
"Talladega, AL",2025-08-01,20.0,12.0,0.0,0.0,8.0,8.0,194.0,48.0,,,,33.4333,-86.0986,
"Tallahassee, FL",2025-08-01,88.0,86.0,2.0,0.0,0.0,2.0,2450.0,1127.0,397675.0,6.160809706418558,2.8339724649525366,30.4551,-84.2527,
"Tampa, FL",2025-08-01,2908.0,1324.0,58.0,6.0,1520.0,1584.0,20480.0,7546.0,3424560.0,5.980330319807509,2.2034947555306377,27.9945,-82.4447,Southeast
"Taos, NM",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,118.0,0.0,,,,36.3871,-105.5803,
"Taylorville, IL",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,39.0,0.0,,,,39.5328,-89.2804,
"Terre Haute, IN",2025-08-01,13.0,13.0,0.0,0.0,0.0,0.0,297.0,4.0,168874.0,1.758707675545081,0.023686298660539812,39.466,-87.3751,
"Texarkana, TX",2025-08-01,15.0,8.0,4.0,3.0,0.0,7.0,199.0,117.0,145576.0,1.3669835687201188,0.8037039072374568,33.45,-94.0847,
"The Dalles, OR",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,40.0,2.0,,,,45.6053,-121.1818,
"Thomaston, GA",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,130.0,3.0,,,,32.8907,-84.3272,
"Thomasville, GA",2025-08-01,16.0,16.0,0.0,0.0,0.0,0.0,277.0,72.0,,,,30.8394,-83.9782,
"Tiffin, OH",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,42.0,0.0,,,,41.1165,-83.1805,
"Tifton, GA",2025-08-01,14.0,9.0,0.0,0.0,5.0,5.0,195.0,66.0,,,,31.4624,-83.5203,
"Toccoa, GA",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,28.0,0.0,,,,34.581,-83.3263,
"Toledo, OH",2025-08-01,78.0,63.0,2.0,8.0,5.0,15.0,573.0,72.0,601396.0,0.9527831911086871,0.11972144809742664,41.6638,-83.5827,
"Topeka, KS",2025-08-01,32.0,26.0,6.0,0.0,0.0,6.0,651.0,324.0,232648.0,2.798218768267941,1.3926618754513258,39.0346,-95.6955,
"Torrington, CT",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,117.0,6.0,,,,41.8349,-73.1282,
"Town of Pecos, TX",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,,,,,,
"Traverse City, MI",2025-08-01,93.0,49.0,2.0,3.0,39.0,44.0,1132.0,360.0,156634.0,7.227038829372933,2.2983515711786713,44.7546,-85.6038,
"Trenton, NJ",2025-08-01,89.0,89.0,0.0,0.0,0.0,0.0,1565.0,383.0,392138.0,3.990941964308483,0.9766969791246958,40.2237,-74.7641,
"Troy, AL",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,,,,31.8021,-85.9664,
"Truckee, CA",2025-08-01,15.0,13.0,2.0,0.0,0.0,2.0,180.0,2.0,,,,39.3455,-120.1848,
"Tucson, AZ",2025-08-01,257.0,201.0,2.0,0.0,54.0,56.0,4335.0,658.0,1080149.0,4.013335197273709,0.6091752156415458,32.1541,-110.8787,
"Tullahoma, TN",2025-08-01,37.0,37.0,0.0,0.0,0.0,0.0,490.0,43.0,,,,35.3721,-86.2172,
"Tulsa, OK",2025-08-01,552.0,301.0,26.0,4.0,221.0,251.0,4853.0,1109.0,1059803.0,4.579152918042316,1.0464208914298223,36.1283,-95.9042,
"Tupelo, MS",2025-08-01,15.0,10.0,2.0,3.0,0.0,5.0,162.0,47.0,,,,34.2692,-88.7318,
"Tuscaloosa, AL",2025-08-01,45.0,34.0,2.0,4.0,5.0,11.0,600.0,115.0,281963.0,2.1279387721083975,0.4078549313207761,33.2348,-87.5268,
"Twin Falls, ID",2025-08-01,50.0,46.0,4.0,0.0,0.0,4.0,695.0,39.0,122565.0,5.670460571941419,0.3181985069146983,42.5645,-114.4613,
"Tyler, TX",2025-08-01,34.0,34.0,0.0,0.0,0.0,0.0,498.0,55.0,249091.0,1.9992693433323565,0.2208028391230514,32.3184,-95.3062,
"Ukiah, CA",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,39.1464,-123.2105,
"Union City, TN",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,,,,36.4267,-89.0474,
"Urban Honolulu, HI",2025-08-01,141.0,51.0,12.0,0.0,78.0,90.0,1516.0,841.0,998747.0,1.5179019311196928,0.8420550950340777,,,
"Urbana, OH",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,33.0,0.0,,,,40.1085,-83.7541,
"Utica, NY",2025-08-01,15.0,10.0,0.0,0.0,5.0,5.0,273.0,74.0,287932.0,0.9481405331814456,0.25700512621035526,43.0962,-75.2261,
"Uvalde, TX",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,,,,29.2152,-99.7782,
"Valdosta, GA",2025-08-01,73.0,71.0,2.0,0.0,0.0,2.0,898.0,7.0,152588.0,5.885128581539833,0.045875167116680216,30.8502,-83.2788,
"Vallejo, CA",2025-08-01,36.0,36.0,0.0,0.0,0.0,0.0,953.0,170.0,455101.0,2.094040663501069,0.3735434551890679,38.1125,-122.2342,
"Van Wert, OH",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,36.0,0.0,,,,40.8651,-84.5879,
"Vermillion, SD",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,,,,42.7811,-96.9256,
"Vernal, UT",2025-08-01,81.0,13.0,0.0,0.0,68.0,68.0,167.0,70.0,,,,40.4517,-109.5378,
"Vernon, TX",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,34.1479,-99.3,
"Vicksburg, MS",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,32.3173,-90.8868,
"Victoria, TX",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,197.0,153.0,99170.0,1.9864878491479276,1.542805283856005,28.8287,-96.9849,
"Vidalia, GA",2025-08-01,5.0,3.0,2.0,0.0,0.0,2.0,53.0,22.0,,,,32.2125,-82.4019,
"Vincennes, IN",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,38.0,0.0,,,,38.6759,-87.5102,
"Vineland, NJ",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,185.0,34.0,155678.0,1.1883503128251904,0.21839951695165663,39.4653,-74.9981,
"Vineyard Haven, MA",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,80.0,4.0,,,,41.4572,-70.607,
"Virginia Beach, VA",2025-08-01,279.0,270.0,0.0,0.0,9.0,9.0,4608.0,1269.0,1794278.0,2.5681639077110683,0.7072482636469934,36.7335,-76.0435,Southeast
"Visalia, CA",2025-08-01,120.0,118.0,2.0,0.0,0.0,2.0,1543.0,57.0,483546.0,3.19100974881397,0.11787916764899306,36.3276,-119.3269,
"Wabash, IN",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,60.0,0.0,,,,40.8034,-85.8301,
"Waco, TX",2025-08-01,52.0,41.0,6.0,0.0,5.0,11.0,1619.0,809.0,307123.0,5.27150359953504,2.634123787537892,31.5599,-97.1882,
"Wahpeton, ND",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,,,,46.2722,-96.6118,
"Walla Walla, WA",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,225.0,90.0,62068.0,3.625056389766063,1.4500225559064253,46.0671,-118.3368,
"Wapakoneta, OH",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,126.0,5.0,,,,40.5664,-84.1916,
"Warner Robins, GA",2025-08-01,79.0,79.0,0.0,0.0,0.0,0.0,1323.0,99.0,204110.0,6.481799029934839,0.4850325804713145,32.5961,-83.6527,
"Warren, PA",2025-08-01,6.0,1.0,0.0,0.0,5.0,5.0,51.0,25.0,,,,41.8434,-79.1444,
"Warrensburg, MO",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,136.0,103.0,,,,38.7627,-93.726,
"Warsaw, IN",2025-08-01,23.0,23.0,0.0,0.0,0.0,0.0,285.0,4.0,,,,41.2448,-85.8465,
"Washington Court House, OH",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,65.0,2.0,,,,39.5381,-83.4281,
"Washington, DC",2025-08-01,2210.0,766.0,2.0,0.0,1442.0,1444.0,18407.0,7602.0,6436489.0,2.8597889315121954,1.181078690571832,38.9047,-77.0163,Northeast
"Washington, IN",2025-08-01,7.0,3.0,4.0,0.0,0.0,4.0,121.0,81.0,,,,38.6586,-87.1591,
"Washington, NC",2025-08-01,12.0,12.0,0.0,0.0,0.0,0.0,133.0,0.0,,,,35.5586,-77.0545,
"Waterbury, CT",2025-08-01,31.0,24.0,4.0,3.0,0.0,7.0,596.0,322.0,462220.0,1.289429276102289,0.696637964605599,41.5582,-73.0361,
"Waterloo, IA",2025-08-01,163.0,16.0,0.0,0.0,147.0,147.0,432.0,230.0,170081.0,2.539966251374345,1.3522968467965264,42.4918,-92.3522,
"Watertown, NY",2025-08-01,17.0,17.0,0.0,0.0,0.0,0.0,198.0,0.0,113140.0,1.7500441930351776,0.0,43.9734,-75.9094,
"Watertown, SD",2025-08-01,22.0,6.0,0.0,0.0,16.0,16.0,154.0,78.0,,,,44.9094,-97.1532,
"Watertown, WI",2025-08-01,10.0,8.0,2.0,0.0,0.0,2.0,359.0,195.0,,,,43.1893,-88.7285,
"Wausau, WI",2025-08-01,37.0,23.0,0.0,4.0,10.0,14.0,388.0,134.0,139091.0,2.7895406604309407,0.9633980631385208,44.962,-89.6459,
"Waycross, GA",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,117.0,6.0,,,,31.2108,-82.3579,
"Waynesville, NC",2025-08-01,26.0,26.0,0.0,0.0,0.0,0.0,447.0,164.0,,,,35.4854,-82.9996,
"Weatherford, OK",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,30.0,9.0,,,,35.538,-98.6853,
"Weirton, WV",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,113239.0,0.11480143766723479,0.0,40.406,-80.5671,
"Wenatchee, WA",2025-08-01,130.0,53.0,2.0,7.0,68.0,77.0,951.0,423.0,127023.0,7.486833093219339,3.3301055714319454,47.436,-120.3295,
"West Plains, MO",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,54.0,25.0,,,,36.7377,-91.868,
"Wheeling, WV",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,135136.0,0.06659957376272792,0.014799905280606204,40.0752,-80.6951,
"Whitewater, WI",2025-08-01,83.0,35.0,16.0,0.0,32.0,48.0,694.0,299.0,,,,42.8372,-88.7341,
"Wichita Falls, TX",2025-08-01,24.0,20.0,4.0,0.0,0.0,4.0,251.0,52.0,149869.0,1.6747959884966204,0.3469696868598576,33.9072,-98.5291,
"Wichita, KS",2025-08-01,204.0,97.0,98.0,9.0,0.0,107.0,2844.0,1388.0,661217.0,4.301159831038827,2.0991595799866007,37.6895,-97.3443,
"Wildwood, FL",2025-08-01,296.0,257.0,16.0,0.0,23.0,39.0,3428.0,240.0,154693.0,22.16002016897985,1.5514599884933384,28.7752,-82.0075,
"Williamsport, PA",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,69.0,2.0,113236.0,0.6093468508248261,0.017662227560139885,41.2399,-77.037,
"Williston, ND",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,128.0,0.0,,,,48.1814,-103.6364,
"Willmar, MN",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,81.0,20.0,,,,45.1216,-95.0569,
"Wilmington, NC",2025-08-01,658.0,560.0,4.0,6.0,88.0,98.0,8297.0,1719.0,480522.0,17.26663919654043,3.5773596214117145,34.2099,-77.8866,
"Wilmington, OH",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,95.0,2.0,,,,39.4362,-83.8141,
"Wilson, NC",2025-08-01,62.0,62.0,0.0,0.0,0.0,0.0,477.0,124.0,,,,35.7311,-77.9284,
"Winchester, TN",2025-08-01,29.0,29.0,0.0,0.0,0.0,0.0,368.0,11.0,,,,35.1898,-86.1075,
"Winchester, VA",2025-08-01,99.0,95.0,4.0,0.0,0.0,4.0,889.0,4.0,149702.0,5.938464415973066,0.026719749903140907,39.1735,-78.1746,
"Winnemucca, NV",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,25.0,4.0,,,,40.9645,-117.7247,
"Winona, MN",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,30.0,3.0,,,,44.0505,-91.6684,
"Winston, NC",2025-08-01,358.0,353.0,0.0,0.0,5.0,5.0,4586.0,369.0,705187.0,6.503239566242713,0.5232654600836374,,,
"Wisconsin Rapids, WI",2025-08-01,20.0,20.0,0.0,0.0,0.0,0.0,156.0,18.0,,,,44.3927,-89.8265,
"Woodward, OK",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,36.4247,-99.4058,
"Wooster, OH",2025-08-01,17.0,17.0,0.0,0.0,0.0,0.0,231.0,2.0,,,,40.8172,-81.9336,
"Worcester, MA",2025-08-01,119.0,81.0,4.0,7.0,27.0,38.0,1717.0,904.0,881248.0,1.9483732161661644,1.0258179309343112,42.2705,-71.8079,
"Worthington, MN",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,99.0,78.0,,,,43.6281,-95.599,
"Yakima, WA",2025-08-01,54.0,51.0,0.0,3.0,0.0,3.0,637.0,112.0,258523.0,2.4639974006181267,0.4332303121965937,46.5923,-120.5496,
"Yankton, SD",2025-08-01,43.0,3.0,0.0,0.0,40.0,40.0,152.0,109.0,,,,42.8901,-97.3927,
"York, PA",2025-08-01,160.0,88.0,0.0,0.0,72.0,72.0,1777.0,728.0,471240.0,3.7709023003140647,1.5448603683897801,39.9651,-76.7315,
"Youngstown, OH",2025-08-01,39.0,37.0,2.0,0.0,0.0,2.0,298.0,10.0,426086.0,0.6993893251597095,0.023469440441600993,41.0993,-80.6463,
"Yuba City, CA",2025-08-01,21.0,21.0,0.0,0.0,0.0,0.0,652.0,40.0,186014.0,3.505112518412593,0.21503757781672347,39.1357,-121.6383,
"Yuma, AZ",2025-08-01,67.0,67.0,0.0,0.0,0.0,0.0,1109.0,293.0,220310.0,5.033815986564386,1.3299441695792293,32.5995,-114.5491,
"Zanesville, OH",2025-08-01,9.0,2.0,2.0,0.0,5.0,7.0,160.0,127.0,,,,39.9565,-82.0132,
