name,date,total,1 unit,2 units,3 and 4 units,5 units or more,multi_total,rt,multi_rt,population,rt_pc,multi_rt_pc,lat,lng,region
"Huntsville, TX",2025-08-01,32.0,32.0,0.0,0.0,0.0,0.0,570.0,71.0,,,,30.7009,-95.5567,
"Huron, SD",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,,,,44.3623,-98.2094,
"Hutchinson, KS",2025-08-01,5.0,3.0,2.0,0.0,0.0,2.0,39.0,4.0,,,,38.0671,-97.9081,
"Hutchinson, MN",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,66.0,2.0,,,,44.8855,-94.3768,
"Idaho Falls, ID",2025-08-01,152.0,121.0,0.0,0.0,31.0,31.0,2201.0,1041.0,171233.0,12.853830745241863,6.0794356228063515,43.4871,-112.0362,
"Indiana, PA",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,37.0,0.0,,,,40.622,-79.1552,
"Indianapolis, IN",2025-08-01,963.0,738.0,4.0,11.0,210.0,225.0,12726.0,3331.0,2174833.0,5.851483769098593,1.5316118524962608,39.7771,-86.1458,Midwest
"Iowa City, IA",2025-08-01,58.0,44.0,0.0,0.0,14.0,14.0,1061.0,494.0,182711.0,5.806984801134031,2.7037233664092475,41.6559,-91.5303,
"Iron Mountain, MI",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,85.0,15.0,,,,45.8275,-88.0599,
"Ithaca, NY",2025-08-01,20.0,10.0,0.0,0.0,10.0,10.0,390.0,244.0,105602.0,3.6931118728811954,2.31056229995644,42.4442,-76.5032,
"Jackson, MI",2025-08-01,30.0,22.0,0.0,0.0,8.0,8.0,252.0,54.0,160233.0,1.5727097414390294,0.33700923030836344,42.2431,-84.4038,
"Jackson, MS",2025-08-01,111.0,111.0,0.0,0.0,0.0,0.0,1107.0,10.0,606178.0,1.826196265783318,0.016496804568954995,32.3157,-90.2125,
"Jackson, TN",2025-08-01,33.0,31.0,2.0,0.0,0.0,2.0,405.0,8.0,183680.0,2.2049216027874565,0.04355400696864112,35.6538,-88.8354,
"Jackson, WY",2025-08-01,42.0,32.0,0.0,10.0,0.0,10.0,404.0,42.0,,,,43.472,-110.7746,
"Jacksonville, FL",2025-08-01,1343.0,850.0,6.0,0.0,487.0,493.0,13926.0,3458.0,1760548.0,7.910037102084124,1.9641611589118844,30.3322,-81.6749,Southeast
"Jacksonville, IL",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,,,,39.7292,-90.2317,
"Jacksonville, NC",2025-08-01,86.0,84.0,2.0,0.0,0.0,2.0,1317.0,54.0,212954.0,6.184434197056641,0.2535758896287461,34.7289,-77.3941,
"Jacksonville, TX",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,,,,31.9642,-95.2617,
"Jamestown, ND",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,46.9063,-98.6937,
"Jamestown, NY",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,133.0,0.0,,,,42.0976,-79.2367,
"Janesville, WI",2025-08-01,24.0,18.0,6.0,0.0,0.0,6.0,355.0,60.0,165461.0,2.145520696720073,0.3626232163470546,42.6854,-89.0135,
"Jasper, IN",2025-08-01,16.0,16.0,0.0,0.0,0.0,0.0,199.0,42.0,,,,38.3933,-86.9402,
"Jefferson City, MO",2025-08-01,25.0,20.0,2.0,3.0,0.0,5.0,217.0,8.0,151523.0,1.4321258158827372,0.05279726510166773,38.5676,-92.1759,
"Jefferson, GA",2025-08-01,140.0,135.0,0.0,0.0,5.0,5.0,1830.0,69.0,,,,34.1373,-83.6021,
"Jesup, GA",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,114.0,16.0,,,,31.5992,-81.8895,
"Johnson City, TN",2025-08-01,71.0,53.0,2.0,0.0,16.0,18.0,1141.0,286.0,214948.0,5.30826060256434,1.3305543666375124,36.3406,-82.3806,
"Johnstown, PA",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,58.0,6.0,130108.0,0.44578350293602237,0.04611553478648508,40.326,-78.9194,
"Jonesboro, AR",2025-08-01,107.0,49.0,8.0,23.0,27.0,58.0,1057.0,420.0,138152.0,7.6509931090393195,3.0401297122010535,35.8212,-90.6791,
"Joplin, MO",2025-08-01,75.0,52.0,6.0,12.0,5.0,23.0,716.0,164.0,207131.0,3.4567495932525794,0.7917694599070153,37.0757,-94.5018,
"Juneau, AK",2025-08-01,6.0,4.0,2.0,0.0,0.0,2.0,183.0,157.0,,,,58.4546,-134.1739,
"Kahului, HI",2025-08-01,93.0,46.0,2.0,0.0,45.0,47.0,1005.0,322.0,163769.0,6.13669253643852,1.9661840763514462,20.8715,-156.4603,
"Kalamazoo, MI",2025-08-01,33.0,33.0,0.0,0.0,0.0,0.0,478.0,71.0,264780.0,1.8052723015333485,0.26814714102273585,42.2749,-85.5882,
"Kalispell, MT",2025-08-01,330.0,12.0,0.0,0.0,318.0,318.0,603.0,420.0,,,,48.2153,-114.3274,
"Kankakee, IL",2025-08-01,21.0,11.0,2.0,3.0,5.0,10.0,133.0,28.0,106410.0,1.2498825298374212,0.26313316417629923,41.102,-87.8643,
"Kansas City, MO",2025-08-01,943.0,429.0,4.0,18.0,492.0,514.0,9440.0,4327.0,2253579.0,4.188892424006436,1.9200569405376957,39.1238,-94.5541,Midwest
"Kapaa, HI",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,139.0,0.0,,,,22.091,-159.3521,
"Kearney, NE",2025-08-01,13.0,10.0,0.0,3.0,0.0,3.0,153.0,3.0,,,,40.7011,-99.0833,
"Keene, NH",2025-08-01,17.0,14.0,0.0,3.0,0.0,3.0,150.0,18.0,,,,42.9494,-72.2998,
"Kendallville, IN",2025-08-01,12.0,12.0,0.0,0.0,0.0,0.0,125.0,0.0,,,,41.4441,-85.2578,
"Kennett, MO",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,,,,36.2403,-90.0481,
"Kennewick, WA",2025-08-01,184.0,115.0,2.0,0.0,67.0,69.0,1998.0,611.0,319428.0,6.254930688605883,1.9127941194885858,46.1978,-119.1732,
"Kenosha, WI",2025-08-01,36.0,18.0,18.0,0.0,0.0,18.0,555.0,352.0,168754.0,3.2888109318890217,2.0858764829278122,42.5865,-87.8773,
"Kerrville, TX",2025-08-01,22.0,7.0,0.0,0.0,15.0,15.0,226.0,125.0,,,,30.0398,-99.132,
"Ketchikan, AK",2025-08-01,3.0,1.0,2.0,0.0,0.0,2.0,88.0,58.0,,,,55.3556,-131.6698,
"Key West, FL",2025-08-01,33.0,18.0,2.0,0.0,13.0,15.0,298.0,36.0,,,,24.5642,-81.7775,
"Kill Devil Hills, NC",2025-08-01,32.0,32.0,0.0,0.0,0.0,0.0,359.0,3.0,,,,36.0167,-75.6699,
"Killeen, TX",2025-08-01,276.0,227.0,38.0,0.0,11.0,49.0,3518.0,667.0,509487.0,6.90498481806209,1.309159998194262,31.0753,-97.7297,
"Kingsland, GA",2025-08-01,20.0,12.0,8.0,0.0,0.0,8.0,469.0,52.0,,,,30.8194,-81.7216,
"Kingsport, TN",2025-08-01,65.0,55.0,2.0,3.0,5.0,10.0,990.0,254.0,313876.0,3.1541118148568223,0.8092367686602352,36.5224,-82.5454,
"Kingston, NY",2025-08-01,37.0,24.0,0.0,3.0,10.0,13.0,338.0,86.0,182977.0,1.8472267006235756,0.47000442678588017,41.9295,-73.9968,
"Kingsville, TX",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,,,,27.5094,-97.861,
"Kinston, NC",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,125.0,12.0,,,,35.2747,-77.5939,
"Kirksville, MO",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,,,,40.1986,-92.5752,
"Kiryas Joel, NY",2025-08-01,191.0,58.0,6.0,0.0,127.0,133.0,2022.0,1234.0,711730.0,2.840964972672221,1.7338035490986752,41.3411,-74.1667,
"Klamath Falls, OR",2025-08-01,11.0,7.0,0.0,4.0,0.0,4.0,142.0,20.0,,,,42.2195,-121.7754,
"Knoxville, TN",2025-08-01,563.0,407.0,0.0,28.0,128.0,156.0,7063.0,2415.0,957608.0,7.375669376195688,2.521908755983659,35.9692,-83.9496,
"Kokomo, IN",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,131.0,2.0,84082.0,1.558002901929069,0.023786303846245332,40.464,-86.1277,
"La Crosse, WI",2025-08-01,30.0,28.0,2.0,0.0,0.0,2.0,476.0,161.0,170763.0,2.787489093070513,0.9428271932444382,43.8241,-91.2268,
"La Grande, OR",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,49.0,2.0,,,,45.3242,-118.0865,
"LaGrange, GA",2025-08-01,30.0,30.0,0.0,0.0,0.0,0.0,538.0,97.0,,,,33.0274,-85.0384,
"Laconia, NH",2025-08-01,27.0,17.0,4.0,0.0,6.0,10.0,364.0,46.0,,,,43.5725,-71.4775,
"Lafayette, IN",2025-08-01,95.0,46.0,0.0,0.0,49.0,49.0,3687.0,3128.0,229701.0,16.05130147452558,13.617703013918094,40.3991,-86.8593,
"Lafayette, LA",2025-08-01,168.0,168.0,0.0,0.0,0.0,0.0,2127.0,27.0,419704.0,5.067857347082706,0.06433105236071135,30.2082,-92.0325,
"Lake Charles, LA",2025-08-01,49.0,49.0,0.0,0.0,0.0,0.0,842.0,134.0,242975.0,3.4653770964090955,0.5514970675995472,30.201,-93.2111,
"Lake City, FL",2025-08-01,15.0,13.0,2.0,0.0,0.0,2.0,185.0,8.0,,,,30.1901,-82.6471,
"Lake Havasu City, AZ",2025-08-01,58.0,44.0,14.0,0.0,0.0,14.0,2282.0,121.0,226479.0,10.075989385329324,0.5342658701248238,34.5006,-114.3113,
"Lake of the Woods, VA",2025-08-01,29.0,29.0,0.0,0.0,0.0,0.0,356.0,0.0,,,,38.3343,-77.7599,
"Lakeland, FL",2025-08-01,580.0,547.0,10.0,0.0,23.0,33.0,8976.0,2141.0,852878.0,10.524365735779325,2.510323868126508,28.0557,-81.9545,
"Lancaster, PA",2025-08-01,83.0,62.0,0.0,10.0,11.0,21.0,1710.0,551.0,563293.0,3.035720308968867,0.9781765440010793,40.042,-76.3012,
"Lansing, MI",2025-08-01,54.0,39.0,0.0,0.0,15.0,15.0,743.0,283.0,479971.0,1.5480101922824505,0.5896189561452672,42.7142,-84.5601,
"Laramie, WY",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,106.0,7.0,,,,41.3099,-105.6085,
"Laredo, TX",2025-08-01,96.0,79.0,2.0,3.0,12.0,17.0,1406.0,320.0,272823.0,5.153524446252699,1.1729216378384522,27.5625,-99.4874,
"Las Cruces, NM",2025-08-01,59.0,50.0,6.0,3.0,0.0,9.0,864.0,131.0,229366.0,3.766905295466634,0.5711395760487604,32.3265,-106.7893,
"Las Vegas, NM",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,35.6011,-105.2206,
"Las Vegas, NV",2025-08-01,606.0,594.0,0.0,0.0,12.0,12.0,12299.0,2561.0,2398871.0,5.126995157305249,1.067585543366025,36.2333,-115.2654,West
"Laurel, MS",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,,,31.6956,-89.1449,
"Laurinburg, NC",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,48.0,0.0,,,,34.7602,-79.4773,
"Lawrence, KS",2025-08-01,26.0,19.0,2.0,0.0,5.0,7.0,357.0,144.0,121989.0,2.926493372353245,1.1804343014534098,38.9597,-95.2642,
"Lawrenceburg, TN",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,31.0,12.0,,,,35.2497,-87.3325,
"Lawton, OK",2025-08-01,22.0,12.0,10.0,0.0,0.0,10.0,215.0,88.0,126899.0,1.694260790077148,0.6934648815199489,34.6175,-98.4202,
"Le Mars, IA",2025-08-01,18.0,5.0,0.0,0.0,13.0,13.0,175.0,140.0,,,,42.781,-96.1733,
"Lebanon, MO",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,57.0,0.0,,,,37.6717,-92.6603,
"Lebanon, NH",2025-08-01,71.0,53.0,8.0,0.0,10.0,18.0,928.0,386.0,,,,43.6353,-72.2531,
"Lebanon, PA",2025-08-01,23.0,19.0,4.0,0.0,0.0,4.0,522.0,252.0,145319.0,3.5920973857513467,1.7341159793282364,40.3412,-76.4228,
"Lewisburg, PA",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,52.0,0.0,,,,40.9641,-76.8901,
"Lewisburg, TN",2025-08-01,34.0,25.0,0.0,3.0,6.0,9.0,360.0,67.0,,,,35.451,-86.7901,
"Lewiston, ID",2025-08-01,20.0,20.0,0.0,0.0,0.0,0.0,395.0,232.0,65370.0,6.042527153128346,3.5490286063943706,46.3934,-116.9933,
"Lewiston, ME",2025-08-01,23.0,16.0,2.0,0.0,5.0,7.0,457.0,196.0,115272.0,3.9645360538552294,1.7003261850232494,44.0915,-70.1681,
"Lewistown, PA",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,64.0,0.0,,,,40.5964,-77.573,
"Lexington Park, MD",2025-08-01,56.0,51.0,0.0,0.0,5.0,5.0,461.0,53.0,211382.0,2.180885789707733,0.25073090423971767,38.2528,-76.4424,
"Lexington, KY",2025-08-01,197.0,122.0,18.0,10.0,47.0,75.0,2388.0,815.0,533366.0,4.477225769921592,1.5280314080762554,38.0423,-84.4587,
"Lexington, NE",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,84.0,52.0,,,,40.7779,-99.7461,
"Liberal, KS",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,,,,37.0466,-100.9295,
"Lima, OH",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,141.0,44.0,100866.0,1.397894235916959,0.4362223147542284,40.741,-84.112,
"Lincoln, IL",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,40.1508,-89.372,
"Lincoln, NE",2025-08-01,136.0,82.0,0.0,0.0,54.0,54.0,2325.0,1222.0,350626.0,6.630997130845973,3.4851950511371093,40.8099,-96.6784,
"Little Rock, AR",2025-08-01,271.0,238.0,18.0,15.0,0.0,33.0,3248.0,696.0,769258.0,4.222250532331155,0.904767971213819,34.7256,-92.3577,
"Lock Haven, PA",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,42.0,2.0,,,,41.1365,-77.4521,
"Logan, UT",2025-08-01,140.0,68.0,0.0,0.0,72.0,72.0,1232.0,292.0,161125.0,7.646237393328161,1.8122575640031031,41.7399,-111.8422,
"Logansport, IN",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,,,,40.7472,-86.352,
"Longview, TX",2025-08-01,21.0,19.0,2.0,0.0,0.0,2.0,295.0,14.0,295490.0,0.9983417374530442,0.04737892991302582,32.5193,-94.7622,
"Longview, WA",2025-08-01,29.0,27.0,2.0,0.0,0.0,2.0,280.0,18.0,113982.0,2.456528223754628,0.15791967152708322,46.1461,-122.963,
"Los Alamos, NM",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,,,,35.8927,-106.2862,
"Los Angeles, CA",2025-08-01,2853.0,1032.0,118.0,32.0,1671.0,1821.0,26968.0,14793.0,12927614.0,2.0860771368947124,1.1442946857788296,34.1141,-118.4068,West
"Louisville, KY",2025-08-01,774.0,290.0,0.0,4.0,480.0,484.0,6496.0,3011.0,,,,38.1663,-85.6485,Southeast
"Lubbock, TX",2025-08-01,321.0,101.0,4.0,0.0,216.0,220.0,2657.0,774.0,367109.0,7.2376324197990245,2.108365635274537,33.5657,-101.8879,
"Ludington, MI",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,155.0,97.0,,,,43.9573,-86.4434,
"Lufkin, TX",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,111.0,18.0,,,,31.3217,-94.7277,
"Lumberton, NC",2025-08-01,126.0,20.0,2.0,0.0,104.0,106.0,452.0,110.0,,,,34.6312,-79.0186,
"Lynchburg, VA",2025-08-01,79.0,79.0,0.0,0.0,0.0,0.0,1093.0,146.0,266432.0,4.102360076867644,0.5479822243574346,37.4003,-79.1909,
"Macomb, IL",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,40.4709,-90.6807,
"Macon, GA",2025-08-01,38.0,38.0,0.0,0.0,0.0,0.0,527.0,0.0,237617.0,2.2178547831173696,0.0,32.8065,-83.6974,
"Madison, IN",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,88.0,2.0,,,,38.7581,-85.3973,
"Madison, WI",2025-08-01,671.0,174.0,10.0,3.0,484.0,497.0,6097.0,4377.0,707606.0,8.616376910314498,6.185645684180179,43.0822,-89.393,
"Madisonville, KY",2025-08-01,12.0,12.0,0.0,0.0,0.0,0.0,124.0,16.0,,,,37.3409,-87.5034,
"Magnolia, AR",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,33.2775,-93.2261,
"Malvern, AR",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,34.3734,-92.8205,
"Manchester, NH",2025-08-01,47.0,27.0,4.0,3.0,13.0,20.0,808.0,383.0,430462.0,1.8770530267480054,0.8897417193619879,42.9848,-71.4447,
"Manhattan, KS",2025-08-01,31.0,26.0,0.0,0.0,5.0,5.0,439.0,129.0,134892.0,3.2544554161847996,0.9563206120451917,39.1886,-96.6048,
"Manitowoc, WI",2025-08-01,38.0,6.0,2.0,0.0,30.0,32.0,134.0,36.0,,,,44.0991,-87.6812,
"Mankato, MN",2025-08-01,52.0,14.0,0.0,0.0,38.0,38.0,357.0,165.0,105193.0,3.3937619423345664,1.5685454355327826,44.1715,-93.9772,
"Mansfield, OH",2025-08-01,12.0,10.0,2.0,0.0,0.0,2.0,137.0,25.0,124853.0,1.0972904135263069,0.2002354769208589,40.7656,-82.5275,
"Marietta, OH",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,39.4241,-81.4465,
"Marinette, WI",2025-08-01,20.0,18.0,2.0,0.0,0.0,2.0,167.0,6.0,,,,45.0871,-87.6336,
"Marion, IL",2025-08-01,11.0,7.0,0.0,4.0,0.0,4.0,123.0,56.0,,,,37.7345,-88.942,
"Marion, IN",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,51.0,8.0,,,,40.5497,-85.6604,
"Marion, IN",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,51.0,8.0,,,,39.5884,-85.7587,
"Marion, NC",2025-08-01,12.0,12.0,0.0,0.0,0.0,0.0,175.0,0.0,,,,35.6777,-82.0017,
"Marion, OH",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,49.0,3.0,,,,40.5973,-83.1227,
"Marquette, MI",2025-08-01,13.0,11.0,2.0,0.0,0.0,2.0,115.0,24.0,,,,46.544,-87.4082,
"Marshall, MN",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,93.0,72.0,,,,44.4488,-95.7897,
"Marshall, MO",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,39.1147,-93.201,
"Marshalltown, IA",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,39.0,27.0,,,,42.0343,-92.9068,
"Martin, TN",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,66.0,0.0,,,,36.3385,-88.8513,
"Martinsville, VA",2025-08-01,8.0,3.0,0.0,0.0,5.0,5.0,68.0,25.0,,,,36.6826,-79.8636,
"Maryville, MO",2025-08-01,7.0,5.0,2.0,0.0,0.0,2.0,50.0,4.0,,,,40.3428,-94.8702,
"Mason City, IA",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,109.0,70.0,,,,43.1487,-93.1997,
"Massena, NY",2025-08-01,19.0,19.0,0.0,0.0,0.0,0.0,216.0,4.0,,,,,,
"Mayfield, KY",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,36.7371,-88.6447,
"McAlester, OK",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,51.0,5.0,,,,34.9257,-95.7734,
"McAllen, TX",2025-08-01,569.0,411.0,30.0,113.0,15.0,158.0,7354.0,2698.0,914820.0,8.038739861393498,2.949214053037756,26.2252,-98.2467,
"McComb, MS",2025-08-01,2.0,0.0,2.0,0.0,0.0,2.0,9.0,2.0,,,,31.2442,-90.4716,
"McMinnville, TN",2025-08-01,30.0,18.0,0.0,12.0,0.0,12.0,307.0,59.0,,,,35.6864,-85.7812,
"McPherson, KS",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,92.0,24.0,,,,38.3714,-97.6605,
"Meadville, PA",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,109.0,0.0,,,,41.6476,-80.1468,
"Medford, OR",2025-08-01,59.0,34.0,2.0,0.0,23.0,25.0,840.0,212.0,221331.0,3.795220732748689,0.95784142302705,42.3372,-122.854,
"Memphis, TN",2025-08-01,237.0,237.0,0.0,0.0,0.0,0.0,3136.0,82.0,1339345.0,2.3414430187890347,0.06122395648619288,35.1087,-89.9663,Southeast
"Menomonie, WI",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,127.0,10.0,,,,44.8893,-91.9084,
"Merced, CA",2025-08-01,48.0,48.0,0.0,0.0,0.0,0.0,560.0,83.0,296774.0,1.8869577523637515,0.27967409543962746,37.3057,-120.4779,
"Meridian, MS",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,,,,32.3846,-88.6896,
"Mexico, MO",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,,,39.1625,-91.8712,
"Miami, FL",2025-08-01,939.0,391.0,34.0,6.0,508.0,548.0,20002.0,14906.0,6457988.0,3.097249483894984,2.308149225424389,25.784,-80.2101,Southeast
"Miami, OK",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,,,,36.8878,-94.8711,
"Michigan City, IN",2025-08-01,27.0,21.0,0.0,0.0,6.0,6.0,289.0,83.0,111348.0,2.5954664654955635,0.7454107842080684,41.7092,-86.869,
"Middlesborough, KY",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,39.0,0.0,,,,36.6127,-83.7227,
"Midland, MI",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,316.0,206.0,84022.0,3.760919759110709,2.4517388303063483,43.6241,-84.2319,
"Midland, TX",2025-08-01,103.0,103.0,0.0,0.0,0.0,0.0,1548.0,4.0,188766.0,8.200629350624583,0.021190256719960162,32.0243,-102.1147,
"Milledgeville, GA",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,116.0,38.0,,,,33.0874,-83.2414,
"Milwaukee, WI",2025-08-01,233.0,164.0,16.0,4.0,49.0,69.0,3362.0,1622.0,1574452.0,2.1353461394821815,1.0301997139322128,43.0642,-87.9675,Midwest
"Minden, LA",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,63.0,26.0,,,,32.6187,-93.2762,
"Mineral Wells, TX",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,22.0,2.0,,,,32.8169,-98.0776,
"Minneapolis, MN",2025-08-01,1702.0,825.0,12.0,7.0,858.0,877.0,15155.0,5970.0,3757952.0,4.032781685343506,1.5886312544705201,44.9635,-93.2678,Midwest
"Minot, ND",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,111.0,25.0,75938.0,1.4617187705759962,0.32921593931891807,48.2375,-101.278,
"Missoula, MT",2025-08-01,295.0,38.0,18.0,0.0,239.0,257.0,936.0,514.0,127741.0,7.327326386986168,4.023766840716762,46.8751,-114.0214,
"Mitchell, SD",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,82.0,13.0,,,,43.7294,-98.0337,
"Moberly, MO",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,40.0,12.0,,,,39.4179,-92.4364,
"Mobile, AL",2025-08-01,83.0,81.0,2.0,0.0,0.0,2.0,1407.0,417.0,412339.0,3.4122408988720445,1.0113038058490706,30.6782,-88.1162,
"Modesto, CA",2025-08-01,85.0,47.0,2.0,0.0,36.0,38.0,834.0,113.0,556972.0,1.4973822741538174,0.20288273019110475,37.6375,-121.0028,
"Monroe, LA",2025-08-01,32.0,32.0,0.0,0.0,0.0,0.0,393.0,8.0,221921.0,1.7709004555675218,0.036048864235471184,32.5185,-92.0774,
"Monroe, MI",2025-08-01,12.0,12.0,0.0,0.0,0.0,0.0,229.0,42.0,156045.0,1.4675253933160306,0.2691531289051235,41.9155,-83.3849,
"Montgomery, AL",2025-08-01,62.0,57.0,0.0,0.0,5.0,5.0,792.0,60.0,387885.0,2.0418422986194362,0.15468502262268458,32.3482,-86.2668,
"Monticello, IN",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,46.0,4.0,,,,40.7455,-86.7668,
"Monticello, NY",2025-08-01,66.0,49.0,14.0,3.0,0.0,17.0,638.0,132.0,,,,41.6522,-74.6874,
"Montrose, CO",2025-08-01,21.0,19.0,2.0,0.0,0.0,2.0,242.0,18.0,,,,38.4689,-107.859,
"Morehead City, NC",2025-08-01,33.0,33.0,0.0,0.0,0.0,0.0,541.0,28.0,,,,34.7308,-76.7388,
"Morgan City, LA",2025-08-01,9.0,4.0,0.0,0.0,5.0,5.0,53.0,25.0,,,,29.7041,-91.192,
"Morgantown, WV",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,142752.0,0.14010311589329746,0.0,39.6383,-79.9464,
"Morristown, TN",2025-08-01,47.0,45.0,2.0,0.0,0.0,2.0,568.0,38.0,126932.0,4.474836920555888,0.29937289257240096,36.2043,-83.3001,
"Moscow, ID",2025-08-01,12.0,10.0,2.0,0.0,0.0,2.0,201.0,75.0,,,,46.7308,-116.9986,
"Moses Lake, WA",2025-08-01,31.0,29.0,2.0,0.0,0.0,2.0,505.0,43.0,,,,47.1279,-119.2759,
"Moultrie, GA",2025-08-01,7.0,5.0,2.0,0.0,0.0,2.0,89.0,22.0,,,,31.1591,-83.7708,
"Mount Airy, NC",2025-08-01,18.0,16.0,2.0,0.0,0.0,2.0,245.0,4.0,,,,36.5083,-80.6155,
"Mount Pleasant, MI",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,70.0,8.0,,,,43.5966,-84.7759,
"Mount Pleasant, TX",2025-08-01,65.0,5.0,0.0,0.0,60.0,60.0,115.0,84.0,,,,33.1586,-94.9727,
"Mount Sterling, KY",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,52.0,4.0,,,,38.0648,-83.9472,
"Mount Vernon, IL",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,,,38.314,-88.9174,
"Mount Vernon, OH",2025-08-01,17.0,15.0,2.0,0.0,0.0,2.0,259.0,118.0,,,,40.3854,-82.4737,
"Mount Vernon, WA",2025-08-01,36.0,15.0,2.0,4.0,15.0,21.0,376.0,209.0,132736.0,2.832690453230472,1.5745540019286404,48.4203,-122.3115,
"Mountain Home, AR",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,71.0,21.0,,,,36.3351,-92.384,
"Mountain Home, ID",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,171.0,0.0,,,,43.1324,-115.697,
"Muncie, IN",2025-08-01,17.0,10.0,2.0,0.0,5.0,7.0,330.0,224.0,112951.0,2.9216208798505545,1.983160839656134,40.1989,-85.395,
"Murray, KY",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,,,36.6146,-88.3207,
"Murrells Inlet, SC",2025-08-01,34.0,34.0,0.0,0.0,0.0,0.0,350.0,20.0,,,,33.556,-79.0594,
