Name,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,date,multi_total
"Macon, GA",46.0,46.0,0.0,0.0,0.0,2023-09-01,0.0
"Madera, CA",41.0,41.0,0.0,0.0,0.0,2023-09-01,0.0
"Madison, WI",434.0,138.0,8.0,4.0,284.0,2023-09-01,296.0
"Manchester, NH",51.0,45.0,2.0,4.0,0.0,2023-09-01,6.0
"Manhattan, KS",14.0,14.0,0.0,0.0,0.0,2023-09-01,0.0
"Mankato, MN",35.0,9.0,4.0,0.0,22.0,2023-09-01,26.0
"Mansfield, OH",9.0,9.0,0.0,0.0,0.0,2023-09-01,0.0
"McAllen, TX",513.0,313.0,42.0,136.0,22.0,2023-09-01,200.0
"Medford, OR",97.0,60.0,0.0,0.0,37.0,2023-09-01,37.0
"Memphis, TN",244.0,244.0,0.0,0.0,0.0,2023-09-01,0.0
"Merced, CA",81.0,81.0,0.0,0.0,0.0,2023-09-01,0.0
"Miami, FL",1264.0,574.0,60.0,3.0,627.0,2023-09-01,690.0
"Michigan City, IN",24.0,11.0,0.0,0.0,13.0,2023-09-01,13.0
"Midland, MI",8.0,8.0,0.0,0.0,0.0,2023-09-01,0.0
"Midland, TX",76.0,76.0,0.0,0.0,0.0,2023-09-01,0.0
"Milwaukee, WI",268.0,134.0,18.0,0.0,116.0,2023-09-01,134.0
"Minneapolis, MN",1215.0,709.0,10.0,23.0,473.0,2023-09-01,506.0
"Missoula, MT",33.0,31.0,2.0,0.0,0.0,2023-09-01,2.0
"Mobile, AL",81.0,81.0,0.0,0.0,0.0,2023-09-01,0.0
"Modesto, CA",56.0,56.0,0.0,0.0,0.0,2023-09-01,0.0
"Monroe, LA",28.0,26.0,2.0,0.0,0.0,2023-09-01,2.0
"Monroe, MI",25.0,16.0,0.0,4.0,5.0,2023-09-01,9.0
"Montgomery, AL",75.0,75.0,0.0,0.0,0.0,2023-09-01,0.0
"Morgantown, WV",2.0,2.0,0.0,0.0,0.0,2023-09-01,0.0
"Morristown, TN",109.0,73.0,4.0,32.0,0.0,2023-09-01,36.0
"Mount Vernon, WA",29.0,12.0,0.0,0.0,17.0,2023-09-01,17.0
"Muncie, IN",10.0,10.0,0.0,0.0,0.0,2023-09-01,0.0
"Muskegon, MI",25.0,25.0,0.0,0.0,0.0,2023-09-01,0.0
"Myrtle Beach, SC",1222.0,910.0,16.0,3.0,293.0,2023-09-01,312.0
"Napa, CA",75.0,25.0,0.0,0.0,50.0,2023-09-01,50.0
"Naples, FL",282.0,254.0,8.0,4.0,16.0,2023-09-01,28.0
"Nashville, TN",1220.0,1056.0,6.0,8.0,150.0,2023-09-01,164.0
"New Bern, NC",35.0,35.0,0.0,0.0,0.0,2023-09-01,0.0
"New Haven, CT",56.0,28.0,2.0,0.0,26.0,2023-09-01,28.0
"New Orleans, LA",460.0,142.0,64.0,0.0,254.0,2023-09-01,318.0
"New York, NY",1954.0,832.0,84.0,39.0,999.0,2023-09-01,1122.0
"Niles, MI",27.0,25.0,2.0,0.0,0.0,2023-09-01,2.0
"North Port, FL",1247.0,923.0,36.0,0.0,288.0,2023-09-01,324.0
"Norwich, CT",23.0,21.0,2.0,0.0,0.0,2023-09-01,2.0
"Ocala, FL",520.0,516.0,4.0,0.0,0.0,2023-09-01,4.0
"Ocean City, NJ",61.0,45.0,16.0,0.0,0.0,2023-09-01,16.0
"Odessa, TX",70.0,70.0,0.0,0.0,0.0,2023-09-01,0.0
"Ogden, UT",418.0,166.0,0.0,7.0,245.0,2023-09-01,252.0
"Oklahoma City, OK",511.0,417.0,46.0,48.0,0.0,2023-09-01,94.0
"Olympia, WA",88.0,67.0,0.0,3.0,18.0,2023-09-01,21.0
"Omaha, NE",271.0,163.0,0.0,0.0,108.0,2023-09-01,108.0
"Orlando, FL",2368.0,1531.0,4.0,8.0,825.0,2023-09-01,837.0
"Oshkosh, WI",112.0,14.0,2.0,0.0,96.0,2023-09-01,98.0
"Owensboro, KY",72.0,18.0,0.0,0.0,54.0,2023-09-01,54.0
"Oxnard, CA",51.0,23.0,0.0,9.0,19.0,2023-09-01,28.0
"Palm Bay, FL",442.0,440.0,2.0,0.0,0.0,2023-09-01,2.0
"Panama City, FL",158.0,151.0,2.0,0.0,5.0,2023-09-01,7.0
"Parkersburg, WV",16.0,16.0,0.0,0.0,0.0,2023-09-01,0.0
"Pensacola, FL",263.0,263.0,0.0,0.0,0.0,2023-09-01,0.0
"Peoria, IL",17.0,17.0,0.0,0.0,0.0,2023-09-01,0.0
"Philadelphia, PA",1066.0,715.0,38.0,22.0,291.0,2023-09-01,351.0
"Phoenix, AZ",4758.0,2254.0,112.0,0.0,2392.0,2023-09-01,2504.0
"Pine Bluff, AR",3.0,3.0,0.0,0.0,0.0,2023-09-01,0.0
"Pittsburgh, PA",650.0,248.0,2.0,7.0,393.0,2023-09-01,402.0
"Pittsfield, MA",7.0,7.0,0.0,0.0,0.0,2023-09-01,0.0
"Pocatello, ID",33.0,19.0,6.0,3.0,5.0,2023-09-01,14.0
"Port St. Lucie, FL",588.0,540.0,0.0,0.0,48.0,2023-09-01,48.0
"Portland, ME",401.0,159.0,14.0,7.0,221.0,2023-09-01,242.0
"Portland, OR",628.0,483.0,8.0,6.0,131.0,2023-09-01,145.0
"Poughkeepsie, NY",92.0,57.0,0.0,0.0,35.0,2023-09-01,35.0
"Prescott Valley, AZ",120.0,96.0,6.0,0.0,18.0,2023-09-01,24.0
"Providence, RI",128.0,105.0,14.0,3.0,6.0,2023-09-01,23.0
"Provo, UT",483.0,411.0,2.0,3.0,67.0,2023-09-01,72.0
"Pueblo, CO",13.0,13.0,0.0,0.0,0.0,2023-09-01,0.0
"Punta Gorda, FL",414.0,396.0,18.0,0.0,0.0,2023-09-01,18.0
"Racine, WI",9.0,9.0,0.0,0.0,0.0,2023-09-01,0.0
"Raleigh, NC",1048.0,888.0,2.0,0.0,158.0,2023-09-01,160.0
"Rapid City, SD",274.0,30.0,0.0,16.0,228.0,2023-09-01,244.0
"Reading, PA",16.0,16.0,0.0,0.0,0.0,2023-09-01,0.0
"Redding, CA",25.0,25.0,0.0,0.0,0.0,2023-09-01,0.0
"Reno, NV",328.0,155.0,14.0,3.0,156.0,2023-09-01,173.0
"Richmond, VA",1205.0,373.0,44.0,0.0,788.0,2023-09-01,832.0
"Riverside, CA",1750.0,717.0,10.0,7.0,1016.0,2023-09-01,1033.0
"Roanoke, VA",49.0,47.0,2.0,0.0,0.0,2023-09-01,2.0
"Rochester, MN",69.0,55.0,0.0,0.0,14.0,2023-09-01,14.0
"Rochester, NY",102.0,77.0,4.0,9.0,12.0,2023-09-01,25.0
"Rockford, IL",21.0,21.0,0.0,0.0,0.0,2023-09-01,0.0
"Rocky Mount, NC",27.0,27.0,0.0,0.0,0.0,2023-09-01,0.0
"Rome, GA",26.0,26.0,0.0,0.0,0.0,2023-09-01,0.0
"Sacramento, CA",702.0,698.0,4.0,0.0,0.0,2023-09-01,4.0
"Saginaw, MI",10.0,10.0,0.0,0.0,0.0,2023-09-01,0.0
"Salem, OR",105.0,66.0,10.0,0.0,29.0,2023-09-01,39.0
"Salinas, CA",128.0,28.0,0.0,0.0,100.0,2023-09-01,100.0
"Salisbury, MD",364.0,330.0,4.0,0.0,30.0,2023-09-01,34.0
"Salt Lake City, UT",527.0,225.0,6.0,11.0,285.0,2023-09-01,302.0
"San Angelo, TX",36.0,36.0,0.0,0.0,0.0,2023-09-01,0.0
"San Antonio, TX",1157.0,679.0,2.0,0.0,476.0,2023-09-01,478.0
"San Diego, CA",1072.0,233.0,22.0,22.0,795.0,2023-09-01,839.0
"San Francisco, CA",546.0,248.0,6.0,0.0,292.0,2023-09-01,298.0
"San Jose, CA",270.0,171.0,2.0,0.0,97.0,2023-09-01,99.0
"San Luis Obispo, CA",82.0,51.0,2.0,3.0,26.0,2023-09-01,31.0
"Santa Cruz, CA",10.0,10.0,0.0,0.0,0.0,2023-09-01,0.0
"Santa Fe, NM",40.0,14.0,0.0,0.0,26.0,2023-09-01,26.0
"Santa Maria, CA",22.0,22.0,0.0,0.0,0.0,2023-09-01,0.0
"Santa Rosa, CA",124.0,59.0,0.0,0.0,65.0,2023-09-01,65.0
"Savannah, GA",220.0,218.0,2.0,0.0,0.0,2023-09-01,2.0
"Scranton, PA",45.0,35.0,2.0,3.0,5.0,2023-09-01,10.0
"Seattle, WA",1271.0,501.0,70.0,44.0,656.0,2023-09-01,770.0
"Sebastian, FL",20.0,20.0,0.0,0.0,0.0,2023-09-01,0.0
"Sebring, FL",38.0,34.0,4.0,0.0,0.0,2023-09-01,4.0
"Sheboygan, WI",62.0,12.0,0.0,0.0,50.0,2023-09-01,50.0
"Sherman, TX",396.0,56.0,0.0,0.0,340.0,2023-09-01,340.0
"Shreveport, LA",69.0,69.0,0.0,0.0,0.0,2023-09-01,0.0
"Sierra Vista, AZ",44.0,44.0,0.0,0.0,0.0,2023-09-01,0.0
"Sioux City, IA",22.0,19.0,0.0,3.0,0.0,2023-09-01,3.0
"Sioux Falls, SD",561.0,203.0,8.0,27.0,323.0,2023-09-01,358.0
"South Bend, IN",33.0,29.0,4.0,0.0,0.0,2023-09-01,4.0
"Spartanburg, SC",225.0,225.0,0.0,0.0,0.0,2023-09-01,0.0
"Spokane, WA",363.0,150.0,20.0,3.0,190.0,2023-09-01,213.0
"Springfield, IL",24.0,17.0,2.0,0.0,5.0,2023-09-01,7.0
"Springfield, MA",46.0,32.0,4.0,0.0,10.0,2023-09-01,14.0
"Springfield, MO",330.0,128.0,16.0,0.0,186.0,2023-09-01,202.0
"Springfield, OH",11.0,11.0,0.0,0.0,0.0,2023-09-01,0.0
"St. Cloud, MN",147.0,47.0,4.0,4.0,92.0,2023-09-01,100.0
"St. George, UT",160.0,153.0,0.0,0.0,7.0,2023-09-01,7.0
"St. Joseph, MO",7.0,7.0,0.0,0.0,0.0,2023-09-01,0.0
"St. Louis, MO",662.0,427.0,0.0,12.0,223.0,2023-09-01,235.0
"State College, PA",33.0,29.0,0.0,4.0,0.0,2023-09-01,4.0
"Staunton, VA",33.0,28.0,2.0,3.0,0.0,2023-09-01,5.0
"Stockton, CA",223.0,223.0,0.0,0.0,0.0,2023-09-01,0.0
"Sumter, SC",36.0,32.0,4.0,0.0,0.0,2023-09-01,4.0
"Syracuse, NY",42.0,40.0,2.0,0.0,0.0,2023-09-01,2.0
"Tallahassee, FL",209.0,123.0,2.0,0.0,84.0,2023-09-01,86.0
"Tampa, FL",1630.0,1238.0,6.0,24.0,362.0,2023-09-01,392.0
"Terre Haute, IN",14.0,8.0,6.0,0.0,0.0,2023-09-01,6.0
"Texarkana, TX",4.0,4.0,0.0,0.0,0.0,2023-09-01,0.0
"The Villages, FL",259.0,259.0,0.0,0.0,0.0,2023-09-01,0.0
"Toledo, OH",107.0,75.0,24.0,3.0,5.0,2023-09-01,32.0
"Topeka, KS",64.0,34.0,30.0,0.0,0.0,2023-09-01,30.0
"Trenton, NJ",126.0,59.0,0.0,0.0,67.0,2023-09-01,67.0
"Tucson, AZ",445.0,357.0,6.0,0.0,82.0,2023-09-01,88.0
"Tulsa, OK",575.0,322.0,0.0,0.0,253.0,2023-09-01,253.0
"Tuscaloosa, AL",63.0,44.0,0.0,4.0,15.0,2023-09-01,19.0
"Twin Falls, ID",39.0,35.0,4.0,0.0,0.0,2023-09-01,4.0
"Tyler, TX",39.0,37.0,2.0,0.0,0.0,2023-09-01,2.0
"Urban Honolulu, HI",171.0,48.0,10.0,0.0,113.0,2023-09-01,123.0
"Utica, NY",26.0,21.0,0.0,0.0,5.0,2023-09-01,5.0
"Valdosta, GA",93.0,91.0,2.0,0.0,0.0,2023-09-01,2.0
"Vallejo, CA",198.0,30.0,0.0,0.0,168.0,2023-09-01,168.0
"Victoria, TX",7.0,7.0,0.0,0.0,0.0,2023-09-01,0.0
"Vineland, NJ",8.0,8.0,0.0,0.0,0.0,2023-09-01,0.0
"Virginia Beach, VA",272.0,244.0,2.0,0.0,26.0,2023-09-01,28.0
"Visalia, CA",67.0,60.0,4.0,3.0,0.0,2023-09-01,7.0
"Waco, TX",90.0,65.0,2.0,0.0,23.0,2023-09-01,25.0
"Walla Walla, WA",10.0,10.0,0.0,0.0,0.0,2023-09-01,0.0
"Warner Robins, GA",184.0,129.0,0.0,0.0,55.0,2023-09-01,55.0
"Washington, DC",1475.0,781.0,8.0,11.0,675.0,2023-09-01,694.0
"Waterloo, IA",53.0,18.0,2.0,3.0,30.0,2023-09-01,35.0
"Watertown, NY",13.0,13.0,0.0,0.0,0.0,2023-09-01,0.0
"Wausau, WI",32.0,30.0,2.0,0.0,0.0,2023-09-01,2.0
"Weirton, WV",2.0,2.0,0.0,0.0,0.0,2023-09-01,0.0
"Wenatchee, WA",54.0,54.0,0.0,0.0,0.0,2023-09-01,0.0
"Wheeling, WV",1.0,1.0,0.0,0.0,0.0,2023-09-01,0.0
"Wichita Falls, TX",11.0,11.0,0.0,0.0,0.0,2023-09-01,0.0
"Wichita, KS",173.0,115.0,54.0,4.0,0.0,2023-09-01,58.0
"Williamsport, PA",6.0,6.0,0.0,0.0,0.0,2023-09-01,0.0
"Wilmington, NC",296.0,186.0,12.0,3.0,95.0,2023-09-01,110.0
"Winchester, VA",93.0,93.0,0.0,0.0,0.0,2023-09-01,0.0
"Winston, NC",613.0,293.0,2.0,0.0,318.0,2023-09-01,320.0
"Worcester, MA",187.0,78.0,8.0,7.0,94.0,2023-09-01,109.0
"Yakima, WA",79.0,62.0,2.0,15.0,0.0,2023-09-01,17.0
"York, PA",91.0,63.0,2.0,4.0,22.0,2023-09-01,28.0
"Youngstown, OH",31.0,31.0,0.0,0.0,0.0,2023-09-01,0.0
"Yuba City, CA",65.0,63.0,2.0,0.0,0.0,2023-09-01,2.0
"Yuma, AZ",88.0,72.0,2.0,0.0,14.0,2023-09-01,16.0
,,,,,,2023-08-01,
"Abilene, TX",37.0,21.0,16.0,0.0,0.0,2023-08-01,16.0
"Akron, OH",79.0,52.0,2.0,12.0,13.0,2023-08-01,27.0
"Albany, GA",18.0,18.0,0.0,0.0,0.0,2023-08-01,0.0
"Albany, OR",37.0,27.0,10.0,0.0,0.0,2023-08-01,10.0
"Albany, NY",163.0,104.0,12.0,11.0,36.0,2023-08-01,59.0
"Albuquerque, NM",235.0,235.0,0.0,0.0,0.0,2023-08-01,0.0
"Alexandria, LA",29.0,29.0,0.0,0.0,0.0,2023-08-01,0.0
"Allentown, PA",131.0,117.0,0.0,0.0,14.0,2023-08-01,14.0
"Altoona, PA",9.0,7.0,2.0,0.0,0.0,2023-08-01,2.0
"Amarillo, TX",71.0,61.0,10.0,0.0,0.0,2023-08-01,10.0
"Ames, IA",32.0,12.0,4.0,16.0,0.0,2023-08-01,20.0
"Anchorage, AK",15.0,15.0,0.0,0.0,0.0,2023-08-01,0.0
"Ann Arbor, MI",382.0,87.0,0.0,0.0,295.0,2023-08-01,295.0
"Anniston, AL",6.0,6.0,0.0,0.0,0.0,2023-08-01,0.0
"Appleton, WI",55.0,51.0,4.0,0.0,0.0,2023-08-01,4.0
"Asheville, NC",232.0,199.0,2.0,0.0,31.0,2023-08-01,33.0
"Athens, GA",110.0,95.0,2.0,0.0,13.0,2023-08-01,15.0
"Atlanta, GA",3820.0,2520.0,10.0,4.0,1286.0,2023-08-01,1300.0
"Atlantic City, NJ",34.0,26.0,0.0,0.0,8.0,2023-08-01,8.0
"Auburn, AL",119.0,107.0,0.0,0.0,12.0,2023-08-01,12.0
"Augusta, GA",329.0,317.0,0.0,12.0,0.0,2023-08-01,12.0
"Austin, TX",4761.0,1709.0,34.0,0.0,3018.0,2023-08-01,3052.0
"Bakersfield, CA",237.0,228.0,0.0,3.0,6.0,2023-08-01,9.0
"Baltimore, MD",499.0,379.0,0.0,0.0,120.0,2023-08-01,120.0
"Bangor, ME",27.0,27.0,0.0,0.0,0.0,2023-08-01,0.0
"Barnstable Town, MA",45.0,39.0,2.0,4.0,0.0,2023-08-01,6.0
"Baton Rouge, LA",308.0,303.0,2.0,3.0,0.0,2023-08-01,5.0
"Battle Creek, MI",7.0,7.0,0.0,0.0,0.0,2023-08-01,0.0
"Bay City, MI",5.0,5.0,0.0,0.0,0.0,2023-08-01,0.0
"Beaumont, TX",88.0,86.0,2.0,0.0,0.0,2023-08-01,2.0
"Beckley, WV",10.0,10.0,0.0,0.0,0.0,2023-08-01,0.0
"Bellingham, WA",66.0,64.0,2.0,0.0,0.0,2023-08-01,2.0
"Bend, OR",129.0,127.0,2.0,0.0,0.0,2023-08-01,2.0
"Billings, MT",47.0,47.0,0.0,0.0,0.0,2023-08-01,0.0
"Binghamton, NY",37.0,11.0,0.0,4.0,22.0,2023-08-01,26.0
"Birmingham, AL",259.0,259.0,0.0,0.0,0.0,2023-08-01,0.0
"Bismarck, ND",56.0,32.0,16.0,8.0,0.0,2023-08-01,24.0
"Blacksburg, VA",46.0,46.0,0.0,0.0,0.0,2023-08-01,0.0
"Bloomington, IL",20.0,20.0,0.0,0.0,0.0,2023-08-01,0.0
"Bloomington, IN",27.0,27.0,0.0,0.0,0.0,2023-08-01,0.0
"Bloomsburg, PA",10.0,10.0,0.0,0.0,0.0,2023-08-01,0.0
"Boise City, ID",1020.0,741.0,14.0,20.0,245.0,2023-08-01,279.0
"Boston, MA",865.0,348.0,54.0,41.0,422.0,2023-08-01,517.0
"Boulder, CO",90.0,57.0,0.0,0.0,33.0,2023-08-01,33.0
"Bowling Green, KY",80.0,70.0,0.0,0.0,10.0,2023-08-01,10.0
"Bremerton, WA",105.0,81.0,0.0,0.0,24.0,2023-08-01,24.0
"Bridgeport, CT",118.0,44.0,4.0,4.0,66.0,2023-08-01,74.0
"Brownsville, TX",232.0,169.0,18.0,10.0,35.0,2023-08-01,63.0
"Brunswick, GA",49.0,47.0,2.0,0.0,0.0,2023-08-01,2.0
"Buffalo, NY",201.0,75.0,4.0,4.0,118.0,2023-08-01,126.0
"Burlington, NC",137.0,137.0,0.0,0.0,0.0,2023-08-01,0.0
"Burlington, VT",144.0,36.0,4.0,6.0,98.0,2023-08-01,108.0
"California, MD",19.0,19.0,0.0,0.0,0.0,2023-08-01,0.0
"Canton, OH",52.0,33.0,2.0,9.0,8.0,2023-08-01,19.0
"Cape Coral, FL",1156.0,868.0,8.0,4.0,276.0,2023-08-01,288.0
"Cape Girardeau, MO",9.0,9.0,0.0,0.0,0.0,2023-08-01,0.0
"Carbondale, IL",12.0,6.0,2.0,4.0,0.0,2023-08-01,6.0
"Carson City, NV",22.0,15.0,0.0,0.0,7.0,2023-08-01,7.0
"Casper, WY",13.0,5.0,0.0,8.0,0.0,2023-08-01,8.0
"Cedar Rapids, IA",55.0,51.0,4.0,0.0,0.0,2023-08-01,4.0
"Chambersburg, PA",48.0,40.0,0.0,0.0,8.0,2023-08-01,8.0
"Champaign, IL",35.0,35.0,0.0,0.0,0.0,2023-08-01,0.0
"Charleston, WV",17.0,17.0,0.0,0.0,0.0,2023-08-01,0.0
"Charleston, SC",757.0,575.0,0.0,0.0,182.0,2023-08-01,182.0
"Charlotte, NC",2212.0,1782.0,48.0,0.0,382.0,2023-08-01,430.0
"Charlottesville, VA",102.0,75.0,0.0,3.0,24.0,2023-08-01,27.0
"Chattanooga, TN",270.0,202.0,14.0,9.0,45.0,2023-08-01,68.0
"Cheyenne, WY",10.0,10.0,0.0,0.0,0.0,2023-08-01,0.0
"Chicago, IL",1417.0,781.0,24.0,61.0,551.0,2023-08-01,636.0
"Chico, CA",71.0,67.0,0.0,4.0,0.0,2023-08-01,4.0
"Cincinnati, OH",595.0,397.0,22.0,27.0,149.0,2023-08-01,198.0
"Clarksville, TN",617.0,141.0,6.0,14.0,456.0,2023-08-01,476.0
"Cleveland, TN",97.0,97.0,0.0,0.0,0.0,2023-08-01,0.0
"Cleveland, OH",267.0,228.0,0.0,7.0,32.0,2023-08-01,39.0
"Coeur dAlene, ID",130.0,103.0,4.0,3.0,20.0,2023-08-01,27.0
"College Station, TX",86.0,86.0,0.0,0.0,0.0,2023-08-01,0.0
"Colorado Springs, CO",336.0,154.0,60.0,0.0,122.0,2023-08-01,182.0
"Columbia, MO",50.0,50.0,0.0,0.0,0.0,2023-08-01,0.0
"Columbia, SC",814.0,469.0,20.0,15.0,310.0,2023-08-01,345.0
"Columbus, GA",109.0,50.0,2.0,0.0,57.0,2023-08-01,59.0
"Columbus, IN",27.0,27.0,0.0,0.0,0.0,2023-08-01,0.0
"Columbus, OH",1633.0,541.0,18.0,11.0,1063.0,2023-08-01,1092.0
"Corpus Christi, TX",175.0,175.0,0.0,0.0,0.0,2023-08-01,0.0
"Corvallis, OR",216.0,14.0,4.0,0.0,198.0,2023-08-01,202.0
"Crestview, FL",551.0,278.0,6.0,0.0,267.0,2023-08-01,273.0
"Cumberland, MD",3.0,3.0,0.0,0.0,0.0,2023-08-01,0.0
"Dallas, TX",5334.0,3952.0,44.0,142.0,1196.0,2023-08-01,1382.0
"Dalton, GA",45.0,33.0,6.0,6.0,0.0,2023-08-01,12.0
"Danville, IL",0.0,0.0,0.0,0.0,0.0,2023-08-01,0.0
"Daphne, AL",285.0,283.0,2.0,0.0,0.0,2023-08-01,2.0
"Davenport, IA",47.0,35.0,0.0,7.0,5.0,2023-08-01,12.0
"Dayton, OH",141.0,110.0,0.0,0.0,31.0,2023-08-01,31.0
"Decatur, AL",70.0,70.0,0.0,0.0,0.0,2023-08-01,0.0
"Decatur, IL",4.0,4.0,0.0,0.0,0.0,2023-08-01,0.0
"Deltona, FL",565.0,508.0,38.0,8.0,11.0,2023-08-01,57.0
"Denver, CO",1856.0,896.0,0.0,3.0,957.0,2023-08-01,960.0
"Des Moines, IA",406.0,383.0,18.0,0.0,5.0,2023-08-01,23.0
"Detroit, MI",541.0,424.0,6.0,28.0,83.0,2023-08-01,117.0
"Dothan, AL",42.0,40.0,2.0,0.0,0.0,2023-08-01,2.0
"Dover, DE",97.0,89.0,8.0,0.0,0.0,2023-08-01,8.0
"Dubuque, IA",26.0,12.0,2.0,0.0,12.0,2023-08-01,14.0
"Duluth, MN",80.0,76.0,4.0,0.0,0.0,2023-08-01,4.0
"Durham, NC",528.0,300.0,10.0,3.0,215.0,2023-08-01,228.0
"East Stroudsburg, PA",18.0,18.0,0.0,0.0,0.0,2023-08-01,0.0
"Eau Claire, WI",92.0,44.0,24.0,0.0,24.0,2023-08-01,48.0
"El Centro, CA",32.0,21.0,2.0,0.0,9.0,2023-08-01,11.0
"El Paso, TX",214.0,186.0,8.0,4.0,16.0,2023-08-01,28.0
"Elizabethtown, KY",331.0,70.0,34.0,199.0,28.0,2023-08-01,261.0
"Elkhart, IN",16.0,16.0,0.0,0.0,0.0,2023-08-01,0.0
"Elmira, NY",6.0,1.0,0.0,0.0,5.0,2023-08-01,5.0
"Enid, OK",0.0,0.0,0.0,0.0,0.0,2023-08-01,0.0
"Erie, PA",56.0,14.0,2.0,0.0,40.0,2023-08-01,42.0
"Eugene, OR",73.0,61.0,0.0,0.0,12.0,2023-08-01,12.0
"Evansville, IN",81.0,70.0,6.0,0.0,5.0,2023-08-01,11.0
"Fairbanks, AK",1.0,1.0,0.0,0.0,0.0,2023-08-01,0.0
"Fargo, ND",292.0,119.0,0.0,0.0,173.0,2023-08-01,173.0
"Farmington, NM",3.0,3.0,0.0,0.0,0.0,2023-08-01,0.0
"Fayetteville, NC",236.0,236.0,0.0,0.0,0.0,2023-08-01,0.0
"Fayetteville, AR",603.0,494.0,64.0,0.0,45.0,2023-08-01,109.0
"Flagstaff, AZ",110.0,46.0,0.0,4.0,60.0,2023-08-01,64.0
"Flint, MI",58.0,24.0,0.0,0.0,34.0,2023-08-01,34.0
"Florence, SC",17.0,17.0,0.0,0.0,0.0,2023-08-01,0.0
"Florence, AL",12.0,12.0,0.0,0.0,0.0,2023-08-01,0.0
"Fond du Lac, WI",9.0,9.0,0.0,0.0,0.0,2023-08-01,0.0
"Fort Collins, CO",171.0,102.0,2.0,4.0,63.0,2023-08-01,69.0
"Fort Smith, AR",63.0,29.0,34.0,0.0,0.0,2023-08-01,34.0
"Fort Wayne, IN",226.0,188.0,2.0,0.0,36.0,2023-08-01,38.0
"Fresno, CA",468.0,261.0,0.0,0.0,207.0,2023-08-01,207.0
"Gadsden, AL",11.0,11.0,0.0,0.0,0.0,2023-08-01,0.0
"Gainesville, FL",236.0,109.0,6.0,0.0,121.0,2023-08-01,127.0
"Gainesville, GA",113.0,113.0,0.0,0.0,0.0,2023-08-01,0.0
"Gettysburg, PA",35.0,35.0,0.0,0.0,0.0,2023-08-01,0.0
"Glens Falls, NY",26.0,26.0,0.0,0.0,0.0,2023-08-01,0.0
"Goldsboro, NC",58.0,53.0,0.0,0.0,5.0,2023-08-01,5.0
"Grand Forks, ND",26.0,22.0,4.0,0.0,0.0,2023-08-01,4.0
"Grand Island, NE",14.0,14.0,0.0,0.0,0.0,2023-08-01,0.0
"Grand Junction, CO",49.0,49.0,0.0,0.0,0.0,2023-08-01,0.0
"Grand Rapids, MI",421.0,215.0,12.0,28.0,166.0,2023-08-01,206.0
"Grants Pass, OR",29.0,22.0,2.0,0.0,5.0,2023-08-01,7.0
"Great Falls, MT",15.0,15.0,0.0,0.0,0.0,2023-08-01,0.0
"Greeley, CO",409.0,282.0,40.0,7.0,80.0,2023-08-01,127.0
"Green Bay, WI",109.0,76.0,16.0,0.0,17.0,2023-08-01,33.0
"Greensboro, NC",212.0,188.0,0.0,0.0,24.0,2023-08-01,24.0
"Greenville, NC",71.0,71.0,0.0,0.0,0.0,2023-08-01,0.0
"Greenville, SC",699.0,651.0,38.0,0.0,10.0,2023-08-01,48.0
"Gulfport, MS",266.0,258.0,8.0,0.0,0.0,2023-08-01,8.0
"Hagerstown, MD",137.0,137.0,0.0,0.0,0.0,2023-08-01,0.0
"Hammond, LA",108.0,68.0,0.0,0.0,40.0,2023-08-01,40.0
"Hanford, CA",58.0,58.0,0.0,0.0,0.0,2023-08-01,0.0
"Harrisburg, PA",172.0,142.0,12.0,0.0,18.0,2023-08-01,30.0
"Harrisonburg, VA",47.0,33.0,14.0,0.0,0.0,2023-08-01,14.0
"Hartford, CT",166.0,62.0,4.0,4.0,96.0,2023-08-01,104.0
"Hattiesburg, MS",8.0,8.0,0.0,0.0,0.0,2023-08-01,0.0
"Hickory, NC",209.0,175.0,10.0,8.0,16.0,2023-08-01,34.0
"Hilton Head Island, SC",233.0,216.0,0.0,0.0,17.0,2023-08-01,17.0
"Hinesville, GA",69.0,67.0,2.0,0.0,0.0,2023-08-01,2.0
"Homosassa Springs, FL",151.0,147.0,0.0,4.0,0.0,2023-08-01,4.0
"Hot Springs, AR",7.0,7.0,0.0,0.0,0.0,2023-08-01,0.0
"Houma, LA",65.0,65.0,0.0,0.0,0.0,2023-08-01,0.0
"Houston, TX",7305.0,5139.0,232.0,23.0,1911.0,2023-08-01,2166.0
"Huntington, WV",22.0,22.0,0.0,0.0,0.0,2023-08-01,0.0
"Huntsville, AL",485.0,353.0,0.0,0.0,132.0,2023-08-01,132.0
"Idaho Falls, ID",133.0,109.0,0.0,0.0,24.0,2023-08-01,24.0
"Indianapolis, IN",747.0,693.0,26.0,18.0,10.0,2023-08-01,54.0
"Iowa City, IA",83.0,55.0,10.0,8.0,10.0,2023-08-01,28.0
"Ithaca, NY",21.0,16.0,0.0,0.0,5.0,2023-08-01,5.0
"Jackson, MI",16.0,16.0,0.0,0.0,0.0,2023-08-01,0.0
"Jackson, MS",126.0,126.0,0.0,0.0,0.0,2023-08-01,0.0
"Jackson, TN",42.0,38.0,4.0,0.0,0.0,2023-08-01,4.0
"Jacksonville, FL",1759.0,1405.0,2.0,0.0,352.0,2023-08-01,354.0
