Name,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,date,multi_total
"Jacksonville, NC",94.0,94.0,0.0,0.0,0.0,2023-08-01,0.0
"Janesville, WI",35.0,29.0,6.0,0.0,0.0,2023-08-01,6.0
"Jefferson City, MO",13.0,11.0,2.0,0.0,0.0,2023-08-01,2.0
"Johnson City, TN",91.0,80.0,8.0,3.0,0.0,2023-08-01,11.0
"Johnstown, PA",7.0,7.0,0.0,0.0,0.0,2023-08-01,0.0
"Jonesboro, AR",112.0,62.0,14.0,27.0,9.0,2023-08-01,50.0
"Joplin, MO",130.0,63.0,2.0,0.0,65.0,2023-08-01,67.0
"Kahului, HI",50.0,41.0,2.0,0.0,7.0,2023-08-01,9.0
"Kalamazoo, MI",83.0,83.0,0.0,0.0,0.0,2023-08-01,0.0
"Kankakee, IL",4.0,1.0,0.0,3.0,0.0,2023-08-01,3.0
"Kansas City, MO",1073.0,466.0,18.0,48.0,541.0,2023-08-01,607.0
"Kennewick, WA",123.0,85.0,2.0,7.0,29.0,2023-08-01,38.0
"Killeen, TX",383.0,268.0,66.0,0.0,49.0,2023-08-01,115.0
"Kingsport, TN",70.0,65.0,0.0,0.0,5.0,2023-08-01,5.0
"Kingston, NY",22.0,22.0,0.0,0.0,0.0,2023-08-01,0.0
"Knoxville, TN",771.0,417.0,6.0,0.0,348.0,2023-08-01,354.0
"Kokomo, IN",10.0,10.0,0.0,0.0,0.0,2023-08-01,0.0
"La Crosse, WI",72.0,22.0,8.0,0.0,42.0,2023-08-01,50.0
"Lafayette, LA",170.0,170.0,0.0,0.0,0.0,2023-08-01,0.0
"Lafayette, IN",118.0,49.0,0.0,0.0,69.0,2023-08-01,69.0
"Lake Charles, LA",58.0,58.0,0.0,0.0,0.0,2023-08-01,0.0
"Lake Havasu City, AZ",166.0,164.0,2.0,0.0,0.0,2023-08-01,2.0
"Lakeland, FL",1475.0,830.0,14.0,0.0,631.0,2023-08-01,645.0
"Lancaster, PA",112.0,71.0,0.0,10.0,31.0,2023-08-01,41.0
"Lansing, MI",77.0,46.0,6.0,0.0,25.0,2023-08-01,31.0
"Laredo, TX",116.0,106.0,2.0,8.0,0.0,2023-08-01,10.0
"Las Cruces, NM",86.0,84.0,2.0,0.0,0.0,2023-08-01,2.0
"Las Vegas, NV",794.0,744.0,2.0,48.0,0.0,2023-08-01,50.0
"Lawrence, KS",37.0,17.0,2.0,0.0,18.0,2023-08-01,20.0
"Lawton, OK",18.0,18.0,0.0,0.0,0.0,2023-08-01,0.0
"Lebanon, PA",18.0,18.0,0.0,0.0,0.0,2023-08-01,0.0
"Lewiston, ID",13.0,13.0,0.0,0.0,0.0,2023-08-01,0.0
"Lewiston, ME",44.0,26.0,2.0,0.0,16.0,2023-08-01,18.0
"Lexington, KY",219.0,137.0,0.0,4.0,78.0,2023-08-01,82.0
"Lima, OH",15.0,12.0,0.0,3.0,0.0,2023-08-01,3.0
"Lincoln, NE",295.0,102.0,4.0,0.0,189.0,2023-08-01,193.0
"Little Rock, AR",151.0,133.0,2.0,0.0,16.0,2023-08-01,18.0
"Logan, UT",109.0,107.0,2.0,0.0,0.0,2023-08-01,2.0
"Longview, TX",65.0,47.0,4.0,4.0,10.0,2023-08-01,18.0
"Longview, WA",30.0,30.0,0.0,0.0,0.0,2023-08-01,0.0
"Los Angeles, CA",3532.0,1009.0,134.0,45.0,2344.0,2023-08-01,2523.0
"Louisville, KY",524.0,311.0,10.0,3.0,200.0,2023-08-01,213.0
"Lubbock, TX",209.0,206.0,0.0,3.0,0.0,2023-08-01,3.0
"Lynchburg, VA",83.0,72.0,0.0,3.0,8.0,2023-08-01,11.0
"Macon, GA",55.0,55.0,0.0,0.0,0.0,2023-08-01,0.0
"Madera, CA",71.0,71.0,0.0,0.0,0.0,2023-08-01,0.0
"Madison, WI",606.0,145.0,14.0,0.0,447.0,2023-08-01,461.0
"Manchester, NH",163.0,63.0,4.0,0.0,96.0,2023-08-01,100.0
"Manhattan, KS",52.0,17.0,0.0,3.0,32.0,2023-08-01,35.0
"Mankato, MN",97.0,12.0,4.0,0.0,81.0,2023-08-01,85.0
"Mansfield, OH",8.0,8.0,0.0,0.0,0.0,2023-08-01,0.0
"McAllen, TX",617.0,430.0,28.0,118.0,41.0,2023-08-01,187.0
"Medford, OR",147.0,54.0,0.0,0.0,93.0,2023-08-01,93.0
"Memphis, TN",804.0,276.0,4.0,0.0,524.0,2023-08-01,528.0
"Merced, CA",28.0,28.0,0.0,0.0,0.0,2023-08-01,0.0
"Miami, FL",2916.0,480.0,54.0,15.0,2367.0,2023-08-01,2436.0
"Michigan City, IN",28.0,11.0,0.0,0.0,17.0,2023-08-01,17.0
"Midland, MI",14.0,12.0,2.0,0.0,0.0,2023-08-01,2.0
"Midland, TX",111.0,111.0,0.0,0.0,0.0,2023-08-01,0.0
"Milwaukee, WI",264.0,147.0,14.0,0.0,103.0,2023-08-01,117.0
"Minneapolis, MN",2318.0,795.0,22.0,35.0,1466.0,2023-08-01,1523.0
"Missoula, MT",70.0,44.0,0.0,0.0,26.0,2023-08-01,26.0
"Mobile, AL",136.0,80.0,0.0,0.0,56.0,2023-08-01,56.0
"Modesto, CA",79.0,77.0,2.0,0.0,0.0,2023-08-01,2.0
"Monroe, LA",42.0,27.0,12.0,3.0,0.0,2023-08-01,15.0
"Monroe, MI",33.0,22.0,6.0,0.0,5.0,2023-08-01,11.0
"Montgomery, AL",54.0,54.0,0.0,0.0,0.0,2023-08-01,0.0
"Morgantown, WV",2.0,2.0,0.0,0.0,0.0,2023-08-01,0.0
"Morristown, TN",96.0,96.0,0.0,0.0,0.0,2023-08-01,0.0
"Mount Vernon, WA",39.0,17.0,0.0,0.0,22.0,2023-08-01,22.0
"Muncie, IN",6.0,6.0,0.0,0.0,0.0,2023-08-01,0.0
"Muskegon, MI",41.0,39.0,2.0,0.0,0.0,2023-08-01,2.0
"Myrtle Beach, SC",982.0,954.0,16.0,6.0,6.0,2023-08-01,28.0
"Napa, CA",14.0,14.0,0.0,0.0,0.0,2023-08-01,0.0
"Naples, FL",305.0,277.0,4.0,8.0,16.0,2023-08-01,28.0
"Nashville, TN",2830.0,1364.0,4.0,11.0,1451.0,2023-08-01,1466.0
"New Bern, NC",67.0,67.0,0.0,0.0,0.0,2023-08-01,0.0
"New Haven, CT",171.0,29.0,0.0,0.0,142.0,2023-08-01,142.0
"New Orleans, LA",373.0,256.0,42.0,3.0,72.0,2023-08-01,117.0
"New York, NY",4372.0,877.0,128.0,71.0,3296.0,2023-08-01,3495.0
"Niles, MI",29.0,29.0,0.0,0.0,0.0,2023-08-01,0.0
"North Port, FL",1320.0,1145.0,80.0,0.0,95.0,2023-08-01,175.0
"Norwich, CT",26.0,24.0,2.0,0.0,0.0,2023-08-01,2.0
"Ocala, FL",442.0,438.0,4.0,0.0,0.0,2023-08-01,4.0
"Ocean City, NJ",62.0,40.0,18.0,4.0,0.0,2023-08-01,22.0
"Odessa, TX",81.0,81.0,0.0,0.0,0.0,2023-08-01,0.0
"Ogden, UT",346.0,183.0,0.0,27.0,136.0,2023-08-01,163.0
"Oklahoma City, OK",755.0,555.0,138.0,4.0,58.0,2023-08-01,200.0
"Olympia, WA",153.0,141.0,6.0,0.0,6.0,2023-08-01,12.0
"Omaha, NE",380.0,281.0,0.0,8.0,91.0,2023-08-01,99.0
"Orlando, FL",2230.0,1721.0,6.0,6.0,497.0,2023-08-01,509.0
"Oshkosh, WI",35.0,35.0,0.0,0.0,0.0,2023-08-01,0.0
"Owensboro, KY",29.0,29.0,0.0,0.0,0.0,2023-08-01,0.0
"Oxnard, CA",92.0,37.0,0.0,0.0,55.0,2023-08-01,55.0
"Palm Bay, FL",438.0,438.0,0.0,0.0,0.0,2023-08-01,0.0
"Panama City, FL",233.0,199.0,4.0,0.0,30.0,2023-08-01,34.0
"Parkersburg, WV",10.0,10.0,0.0,0.0,0.0,2023-08-01,0.0
"Pensacola, FL",283.0,283.0,0.0,0.0,0.0,2023-08-01,0.0
"Peoria, IL",18.0,9.0,0.0,0.0,9.0,2023-08-01,9.0
"Philadelphia, PA",924.0,707.0,14.0,35.0,168.0,2023-08-01,217.0
"Phoenix, AZ",3759.0,2633.0,192.0,0.0,934.0,2023-08-01,1126.0
"Pine Bluff, AR",5.0,5.0,0.0,0.0,0.0,2023-08-01,0.0
"Pittsburgh, PA",428.0,282.0,2.0,11.0,133.0,2023-08-01,146.0
"Pittsfield, MA",12.0,10.0,2.0,0.0,0.0,2023-08-01,2.0
"Pocatello, ID",42.0,27.0,0.0,9.0,6.0,2023-08-01,15.0
"Port St. Lucie, FL",662.0,464.0,132.0,0.0,66.0,2023-08-01,198.0
"Portland, ME",368.0,208.0,12.0,14.0,134.0,2023-08-01,160.0
"Portland, OR",914.0,612.0,12.0,0.0,290.0,2023-08-01,302.0
"Poughkeepsie, NY",138.0,95.0,4.0,3.0,36.0,2023-08-01,43.0
"Prescott Valley, AZ",137.0,127.0,10.0,0.0,0.0,2023-08-01,10.0
"Providence, RI",129.0,114.0,8.0,7.0,0.0,2023-08-01,15.0
"Provo, UT",549.0,435.0,0.0,3.0,111.0,2023-08-01,114.0
"Pueblo, CO",24.0,24.0,0.0,0.0,0.0,2023-08-01,0.0
"Punta Gorda, FL",410.0,362.0,32.0,16.0,0.0,2023-08-01,48.0
"Racine, WI",14.0,12.0,2.0,0.0,0.0,2023-08-01,2.0
"Raleigh, NC",1558.0,1087.0,6.0,0.0,465.0,2023-08-01,471.0
"Rapid City, SD",286.0,56.0,12.0,16.0,202.0,2023-08-01,230.0
"Reading, PA",23.0,23.0,0.0,0.0,0.0,2023-08-01,0.0
"Redding, CA",25.0,25.0,0.0,0.0,0.0,2023-08-01,0.0
"Reno, NV",399.0,189.0,4.0,6.0,200.0,2023-08-01,210.0
"Richmond, VA",596.0,393.0,2.0,0.0,201.0,2023-08-01,203.0
"Riverside, CA",1461.0,947.0,18.0,50.0,446.0,2023-08-01,514.0
"Roanoke, VA",154.0,38.0,0.0,0.0,116.0,2023-08-01,116.0
"Rochester, MN",236.0,48.0,0.0,0.0,188.0,2023-08-01,188.0
"Rochester, NY",158.0,72.0,2.0,35.0,49.0,2023-08-01,86.0
"Rockford, IL",16.0,12.0,4.0,0.0,0.0,2023-08-01,4.0
"Rocky Mount, NC",32.0,32.0,0.0,0.0,0.0,2023-08-01,0.0
"Rome, GA",30.0,30.0,0.0,0.0,0.0,2023-08-01,0.0
"Sacramento, CA",1537.0,912.0,12.0,0.0,613.0,2023-08-01,625.0
"Saginaw, MI",11.0,11.0,0.0,0.0,0.0,2023-08-01,0.0
"Salem, OR",259.0,82.0,16.0,3.0,158.0,2023-08-01,177.0
"Salinas, CA",34.0,34.0,0.0,0.0,0.0,2023-08-01,0.0
"Salisbury, MD",522.0,372.0,18.0,0.0,132.0,2023-08-01,150.0
"Salt Lake City, UT",1036.0,387.0,6.0,3.0,640.0,2023-08-01,649.0
"San Angelo, TX",22.0,22.0,0.0,0.0,0.0,2023-08-01,0.0
"San Antonio, TX",979.0,753.0,2.0,0.0,224.0,2023-08-01,226.0
"San Diego, CA",2151.0,290.0,62.0,75.0,1724.0,2023-08-01,1861.0
"San Francisco, CA",444.0,289.0,8.0,6.0,141.0,2023-08-01,155.0
"San Jose, CA",1275.0,237.0,2.0,0.0,1036.0,2023-08-01,1038.0
"San Luis Obispo, CA",83.0,65.0,0.0,3.0,15.0,2023-08-01,18.0
"Santa Cruz, CA",45.0,33.0,0.0,0.0,12.0,2023-08-01,12.0
"Santa Fe, NM",50.0,15.0,2.0,0.0,33.0,2023-08-01,35.0
"Santa Maria, CA",89.0,33.0,0.0,0.0,56.0,2023-08-01,56.0
"Santa Rosa, CA",129.0,119.0,0.0,0.0,10.0,2023-08-01,10.0
"Savannah, GA",216.0,214.0,2.0,0.0,0.0,2023-08-01,2.0
"Scranton, PA",48.0,39.0,4.0,0.0,5.0,2023-08-01,9.0
"Seattle, WA",1751.0,529.0,72.0,69.0,1081.0,2023-08-01,1222.0
"Sebastian, FL",118.0,97.0,2.0,3.0,16.0,2023-08-01,21.0
"Sebring, FL",47.0,43.0,4.0,0.0,0.0,2023-08-01,4.0
"Sheboygan, WI",12.0,12.0,0.0,0.0,0.0,2023-08-01,0.0
"Sherman, TX",181.0,167.0,14.0,0.0,0.0,2023-08-01,14.0
"Shreveport, LA",71.0,64.0,0.0,0.0,7.0,2023-08-01,7.0
"Sierra Vista, AZ",49.0,49.0,0.0,0.0,0.0,2023-08-01,0.0
"Sioux City, IA",26.0,18.0,2.0,6.0,0.0,2023-08-01,8.0
"Sioux Falls, SD",275.0,152.0,14.0,14.0,95.0,2023-08-01,123.0
"South Bend, IN",41.0,37.0,4.0,0.0,0.0,2023-08-01,4.0
"Spartanburg, SC",237.0,237.0,0.0,0.0,0.0,2023-08-01,0.0
"Spokane, WA",569.0,175.0,10.0,0.0,384.0,2023-08-01,394.0
"Springfield, IL",18.0,16.0,2.0,0.0,0.0,2023-08-01,2.0
"Springfield, MA",47.0,34.0,2.0,4.0,7.0,2023-08-01,13.0
"Springfield, MO",173.0,158.0,12.0,3.0,0.0,2023-08-01,15.0
"Springfield, OH",6.0,6.0,0.0,0.0,0.0,2023-08-01,0.0
"St. Cloud, MN",50.0,50.0,0.0,0.0,0.0,2023-08-01,0.0
"St. George, UT",279.0,205.0,0.0,15.0,59.0,2023-08-01,74.0
"St. Joseph, MO",4.0,4.0,0.0,0.0,0.0,2023-08-01,0.0
"St. Louis, MO",904.0,443.0,4.0,24.0,433.0,2023-08-01,461.0
"State College, PA",27.0,23.0,0.0,4.0,0.0,2023-08-01,4.0
"Staunton, VA",63.0,53.0,0.0,0.0,10.0,2023-08-01,10.0
"Stockton, CA",167.0,142.0,0.0,0.0,25.0,2023-08-01,25.0
"Sumter, SC",45.0,37.0,8.0,0.0,0.0,2023-08-01,8.0
"Syracuse, NY",55.0,45.0,0.0,0.0,10.0,2023-08-01,10.0
"Tallahassee, FL",214.0,103.0,2.0,0.0,109.0,2023-08-01,111.0
"Tampa, FL",1689.0,1301.0,6.0,0.0,382.0,2023-08-01,388.0
"Terre Haute, IN",14.0,14.0,0.0,0.0,0.0,2023-08-01,0.0
"Texarkana, TX",12.0,10.0,2.0,0.0,0.0,2023-08-01,2.0
"The Villages, FL",398.0,340.0,0.0,0.0,58.0,2023-08-01,58.0
"Toledo, OH",83.0,61.0,0.0,0.0,22.0,2023-08-01,22.0
"Topeka, KS",26.0,26.0,0.0,0.0,0.0,2023-08-01,0.0
"Trenton, NJ",57.0,52.0,0.0,0.0,5.0,2023-08-01,5.0
"Tucson, AZ",507.0,372.0,12.0,0.0,123.0,2023-08-01,135.0
"Tulsa, OK",443.0,379.0,12.0,0.0,52.0,2023-08-01,64.0
"Tuscaloosa, AL",74.0,48.0,0.0,7.0,19.0,2023-08-01,26.0
"Twin Falls, ID",35.0,31.0,4.0,0.0,0.0,2023-08-01,4.0
"Tyler, TX",90.0,59.0,4.0,27.0,0.0,2023-08-01,31.0
"Urban Honolulu, HI",217.0,58.0,14.0,0.0,145.0,2023-08-01,159.0
"Utica, NY",25.0,20.0,0.0,0.0,5.0,2023-08-01,5.0
"Valdosta, GA",56.0,56.0,0.0,0.0,0.0,2023-08-01,0.0
"Vallejo, CA",123.0,123.0,0.0,0.0,0.0,2023-08-01,0.0
"Victoria, TX",4.0,4.0,0.0,0.0,0.0,2023-08-01,0.0
"Vineland, NJ",10.0,10.0,0.0,0.0,0.0,2023-08-01,0.0
"Virginia Beach, VA",750.0,293.0,0.0,0.0,457.0,2023-08-01,457.0
"Visalia, CA",95.0,93.0,2.0,0.0,0.0,2023-08-01,2.0
"Waco, TX",67.0,56.0,6.0,0.0,5.0,2023-08-01,11.0
"Walla Walla, WA",18.0,18.0,0.0,0.0,0.0,2023-08-01,0.0
"Warner Robins, GA",236.0,166.0,0.0,0.0,70.0,2023-08-01,70.0
"Washington, DC",2249.0,927.0,10.0,0.0,1312.0,2023-08-01,1322.0
"Waterloo, IA",24.0,18.0,6.0,0.0,0.0,2023-08-01,6.0
"Watertown, NY",16.0,16.0,0.0,0.0,0.0,2023-08-01,0.0
"Wausau, WI",45.0,38.0,0.0,7.0,0.0,2023-08-01,7.0
"Weirton, WV",1.0,1.0,0.0,0.0,0.0,2023-08-01,0.0
"Wenatchee, WA",79.0,59.0,0.0,0.0,20.0,2023-08-01,20.0
"Wheeling, WV",2.0,2.0,0.0,0.0,0.0,2023-08-01,0.0
"Wichita Falls, TX",18.0,18.0,0.0,0.0,0.0,2023-08-01,0.0
"Wichita, KS",446.0,178.0,82.0,0.0,186.0,2023-08-01,268.0
"Williamsport, PA",12.0,7.0,0.0,0.0,5.0,2023-08-01,5.0
"Wilmington, NC",348.0,208.0,16.0,0.0,124.0,2023-08-01,140.0
"Winchester, VA",56.0,56.0,0.0,0.0,0.0,2023-08-01,0.0
"Winston, NC",414.0,311.0,2.0,0.0,101.0,2023-08-01,103.0
"Worcester, MA",178.0,101.0,10.0,0.0,67.0,2023-08-01,77.0
"Yakima, WA",102.0,38.0,6.0,0.0,58.0,2023-08-01,64.0
"York, PA",91.0,91.0,0.0,0.0,0.0,2023-08-01,0.0
"Youngstown, OH",26.0,26.0,0.0,0.0,0.0,2023-08-01,0.0
"Yuba City, CA",76.0,74.0,2.0,0.0,0.0,2023-08-01,2.0
"Yuma, AZ",103.0,96.0,4.0,3.0,0.0,2023-08-01,7.0
,,,,,,2023-07-01,
"Abilene, TX",32.0,30.0,2.0,0.0,0.0,2023-07-01,2.0
"Akron, OH",65.0,46.0,0.0,3.0,16.0,2023-07-01,19.0
"Albany, GA",14.0,14.0,0.0,0.0,0.0,2023-07-01,0.0
"Albany, OR",49.0,33.0,16.0,0.0,0.0,2023-07-01,16.0
"Albany, NY",171.0,83.0,4.0,8.0,76.0,2023-07-01,88.0
"Albuquerque, NM",172.0,152.0,0.0,0.0,20.0,2023-07-01,20.0
"Alexandria, LA",26.0,26.0,0.0,0.0,0.0,2023-07-01,0.0
"Allentown, PA",129.0,117.0,0.0,0.0,12.0,2023-07-01,12.0
"Altoona, PA",7.0,7.0,0.0,0.0,0.0,2023-07-01,0.0
"Amarillo, TX",36.0,28.0,8.0,0.0,0.0,2023-07-01,8.0
"Ames, IA",44.0,14.0,0.0,30.0,0.0,2023-07-01,30.0
"Anchorage, AK",43.0,12.0,2.0,8.0,21.0,2023-07-01,31.0
"Ann Arbor, MI",221.0,46.0,14.0,0.0,161.0,2023-07-01,175.0
"Anniston, AL",7.0,7.0,0.0,0.0,0.0,2023-07-01,0.0
"Appleton, WI",42.0,42.0,0.0,0.0,0.0,2023-07-01,0.0
"Asheville, NC",274.0,205.0,0.0,0.0,69.0,2023-07-01,69.0
"Athens, GA",65.0,65.0,0.0,0.0,0.0,2023-07-01,0.0
"Atlanta, GA",3524.0,2387.0,2.0,7.0,1128.0,2023-07-01,1137.0
"Atlantic City, NJ",32.0,21.0,0.0,0.0,11.0,2023-07-01,11.0
"Auburn, AL",103.0,90.0,2.0,0.0,11.0,2023-07-01,13.0
"Augusta, GA",329.0,326.0,0.0,3.0,0.0,2023-07-01,3.0
"Austin, TX",3369.0,1391.0,10.0,4.0,1964.0,2023-07-01,1978.0
"Bakersfield, CA",200.0,195.0,0.0,0.0,5.0,2023-07-01,5.0
"Baltimore, MD",369.0,242.0,0.0,0.0,127.0,2023-07-01,127.0
"Bangor, ME",20.0,20.0,0.0,0.0,0.0,2023-07-01,0.0
"Barnstable Town, MA",40.0,40.0,0.0,0.0,0.0,2023-07-01,0.0
"Baton Rouge, LA",294.0,278.0,0.0,0.0,16.0,2023-07-01,16.0
"Battle Creek, MI",11.0,11.0,0.0,0.0,0.0,2023-07-01,0.0
"Bay City, MI",3.0,3.0,0.0,0.0,0.0,2023-07-01,0.0
"Beaumont, TX",60.0,60.0,0.0,0.0,0.0,2023-07-01,0.0
"Beckley, WV",4.0,4.0,0.0,0.0,0.0,2023-07-01,0.0
"Bellingham, WA",45.0,45.0,0.0,0.0,0.0,2023-07-01,0.0
"Bend, OR",346.0,102.0,6.0,3.0,235.0,2023-07-01,244.0
"Billings, MT",27.0,27.0,0.0,0.0,0.0,2023-07-01,0.0
"Binghamton, NY",35.0,16.0,0.0,0.0,19.0,2023-07-01,19.0
"Birmingham, AL",307.0,267.0,0.0,0.0,40.0,2023-07-01,40.0
"Bismarck, ND",27.0,17.0,6.0,4.0,0.0,2023-07-01,10.0
"Blacksburg, VA",73.0,73.0,0.0,0.0,0.0,2023-07-01,0.0
"Bloomington, IL",31.0,23.0,2.0,0.0,6.0,2023-07-01,8.0
"Bloomington, IN",67.0,25.0,0.0,0.0,42.0,2023-07-01,42.0
"Bloomsburg, PA",10.0,10.0,0.0,0.0,0.0,2023-07-01,0.0
"Boise City, ID",835.0,588.0,2.0,16.0,229.0,2023-07-01,247.0
"Boston, MA",1022.0,298.0,26.0,10.0,688.0,2023-07-01,724.0
"Boulder, CO",180.0,86.0,2.0,0.0,92.0,2023-07-01,94.0
"Bowling Green, KY",128.0,56.0,0.0,0.0,72.0,2023-07-01,72.0
"Bremerton, WA",146.0,98.0,0.0,0.0,48.0,2023-07-01,48.0
"Bridgeport, CT",46.0,31.0,0.0,4.0,11.0,2023-07-01,15.0
"Brownsville, TX",203.0,159.0,8.0,3.0,33.0,2023-07-01,44.0
"Brunswick, GA",117.0,72.0,6.0,6.0,33.0,2023-07-01,45.0
"Buffalo, NY",110.0,67.0,0.0,0.0,43.0,2023-07-01,43.0
"Burlington, NC",328.0,120.0,2.0,0.0,206.0,2023-07-01,208.0
"Burlington, VT",110.0,37.0,2.0,6.0,65.0,2023-07-01,73.0
"California, MD",13.0,13.0,0.0,0.0,0.0,2023-07-01,0.0
"Canton, OH",39.0,28.0,0.0,6.0,5.0,2023-07-01,11.0
"Cape Coral, FL",753.0,525.0,16.0,0.0,212.0,2023-07-01,228.0
"Cape Girardeau, MO",7.0,7.0,0.0,0.0,0.0,2023-07-01,0.0
"Carbondale, IL",10.0,6.0,0.0,4.0,0.0,2023-07-01,4.0
"Carson City, NV",19.0,14.0,0.0,0.0,5.0,2023-07-01,5.0
"Casper, WY",8.0,8.0,0.0,0.0,0.0,2023-07-01,0.0
"Cedar Rapids, IA",36.0,30.0,6.0,0.0,0.0,2023-07-01,6.0
"Chambersburg, PA",35.0,33.0,2.0,0.0,0.0,2023-07-01,2.0
"Champaign, IL",50.0,24.0,0.0,0.0,26.0,2023-07-01,26.0
"Charleston, WV",20.0,20.0,0.0,0.0,0.0,2023-07-01,0.0
"Charleston, SC",692.0,533.0,0.0,0.0,159.0,2023-07-01,159.0
"Charlotte, NC",1762.0,1587.0,6.0,0.0,169.0,2023-07-01,175.0
"Charlottesville, VA",99.0,77.0,0.0,0.0,22.0,2023-07-01,22.0
"Chattanooga, TN",263.0,209.0,6.0,3.0,45.0,2023-07-01,54.0
"Cheyenne, WY",18.0,18.0,0.0,0.0,0.0,2023-07-01,0.0
"Chicago, IL",967.0,691.0,42.0,46.0,188.0,2023-07-01,276.0
"Chico, CA",26.0,26.0,0.0,0.0,0.0,2023-07-01,0.0
"Cincinnati, OH",396.0,282.0,18.0,15.0,81.0,2023-07-01,114.0
"Clarksville, TN",154.0,89.0,6.0,11.0,48.0,2023-07-01,65.0
"Cleveland, TN",69.0,69.0,0.0,0.0,0.0,2023-07-01,0.0
"Cleveland, OH",235.0,215.0,2.0,0.0,18.0,2023-07-01,20.0
"Coeur dAlene, ID",177.0,88.0,4.0,3.0,82.0,2023-07-01,89.0
"College Station, TX",288.0,89.0,0.0,0.0,199.0,2023-07-01,199.0
"Colorado Springs, CO",144.0,139.0,2.0,3.0,0.0,2023-07-01,5.0
"Columbia, MO",43.0,43.0,0.0,0.0,0.0,2023-07-01,0.0
"Columbia, SC",437.0,333.0,0.0,8.0,96.0,2023-07-01,104.0
"Columbus, GA",93.0,41.0,2.0,0.0,50.0,2023-07-01,52.0
"Columbus, IN",11.0,11.0,0.0,0.0,0.0,2023-07-01,0.0
"Columbus, OH",827.0,466.0,12.0,21.0,328.0,2023-07-01,361.0
"Corpus Christi, TX",149.0,149.0,0.0,0.0,0.0,2023-07-01,0.0
"Corvallis, OR",23.0,19.0,4.0,0.0,0.0,2023-07-01,4.0
"Crestview, FL",191.0,166.0,6.0,4.0,15.0,2023-07-01,25.0
"Cumberland, MD",4.0,4.0,0.0,0.0,0.0,2023-07-01,0.0
"Dallas, TX",5954.0,3532.0,56.0,87.0,2279.0,2023-07-01,2422.0
"Dalton, GA",37.0,30.0,2.0,0.0,5.0,2023-07-01,7.0
"Danville, IL",0.0,0.0,0.0,0.0,0.0,2023-07-01,0.0
"Daphne, AL",262.0,217.0,0.0,0.0,45.0,2023-07-01,45.0
"Davenport, IA",57.0,45.0,0.0,7.0,5.0,2023-07-01,12.0
"Dayton, OH",136.0,109.0,2.0,8.0,17.0,2023-07-01,27.0
"Decatur, AL",30.0,30.0,0.0,0.0,0.0,2023-07-01,0.0
"Decatur, IL",5.0,5.0,0.0,0.0,0.0,2023-07-01,0.0
"Deltona, FL",505.0,437.0,10.0,23.0,35.0,2023-07-01,68.0
"Denver, CO",1383.0,698.0,10.0,8.0,667.0,2023-07-01,685.0
"Des Moines, IA",319.0,287.0,0.0,17.0,15.0,2023-07-01,32.0
"Detroit, MI",614.0,402.0,2.0,7.0,203.0,2023-07-01,212.0
"Dothan, AL",39.0,39.0,0.0,0.0,0.0,2023-07-01,0.0
"Dover, DE",97.0,67.0,0.0,0.0,30.0,2023-07-01,30.0
"Dubuque, IA",17.0,17.0,0.0,0.0,0.0,2023-07-01,0.0
"Duluth, MN",67.0,63.0,4.0,0.0,0.0,2023-07-01,4.0
"Durham, NC",534.0,354.0,4.0,0.0,176.0,2023-07-01,180.0
"East Stroudsburg, PA",19.0,19.0,0.0,0.0,0.0,2023-07-01,0.0
"Eau Claire, WI",121.0,30.0,8.0,0.0,83.0,2023-07-01,91.0
"El Centro, CA",36.0,29.0,0.0,0.0,7.0,2023-07-01,7.0
"El Paso, TX",190.0,170.0,4.0,3.0,13.0,2023-07-01,20.0
"Elizabethtown, KY",49.0,41.0,8.0,0.0,0.0,2023-07-01,8.0
"Elkhart, IN",33.0,33.0,0.0,0.0,0.0,2023-07-01,0.0
"Elmira, NY",7.0,2.0,0.0,0.0,5.0,2023-07-01,5.0
"Enid, OK",0.0,0.0,0.0,0.0,0.0,2023-07-01,0.0
"Erie, PA",17.0,11.0,0.0,0.0,6.0,2023-07-01,6.0
"Eugene, OR",78.0,64.0,4.0,0.0,10.0,2023-07-01,14.0
"Evansville, IN",61.0,51.0,10.0,0.0,0.0,2023-07-01,10.0
"Fairbanks, AK",14.0,14.0,0.0,0.0,0.0,2023-07-01,0.0
"Fargo, ND",241.0,100.0,0.0,0.0,141.0,2023-07-01,141.0
"Farmington, NM",31.0,31.0,0.0,0.0,0.0,2023-07-01,0.0
"Fayetteville, NC",165.0,165.0,0.0,0.0,0.0,2023-07-01,0.0
"Fayetteville, AR",939.0,722.0,24.0,3.0,190.0,2023-07-01,217.0
"Flagstaff, AZ",334.0,28.0,0.0,12.0,294.0,2023-07-01,306.0
"Flint, MI",28.0,26.0,2.0,0.0,0.0,2023-07-01,2.0
"Florence, SC",42.0,42.0,0.0,0.0,0.0,2023-07-01,0.0
"Florence, AL",15.0,15.0,0.0,0.0,0.0,2023-07-01,0.0
"Fond du Lac, WI",10.0,10.0,0.0,0.0,0.0,2023-07-01,0.0
"Fort Collins, CO",147.0,105.0,16.0,0.0,26.0,2023-07-01,42.0
"Fort Smith, AR",40.0,32.0,2.0,6.0,0.0,2023-07-01,8.0
"Fort Wayne, IN",189.0,189.0,0.0,0.0,0.0,2023-07-01,0.0
