name,lat,lng,population
"Leon, KS",37.6898,-96.7837,519
"Wurtsboro Hills, NY",41.5966,-74.5052,519
"Rockleigh, NJ",41.0026,-73.9327,519
"Mount Carbon, WV",38.1442,-81.289,519
"Royal, IA",43.0644,-95.2836,518
"Chalmers, IN",40.6624,-86.8679,518
"Powellton, WV",38.0941,-81.322,518
"Mora, NM",35.9634,-105.3312,518
"Winburne, PA",40.9662,-78.145,518
"Rices Landing, PA",39.9476,-79.9986,518
"Ashton, IA",43.3087,-95.7924,518
"Arley, AL",34.0885,-87.2075,518
"New Salisbury, IN",38.3139,-86.1,518
"Renningers, PA",40.6497,-76.1485,518
"Mount Charleston, NV",36.2625,-115.6138,518
"Firth, NE",40.536,-96.6046,517
"Hatfield, AR",34.4861,-94.3792,517
"Matthews, IN",40.3874,-85.498,517
"Rosslyn Farms, PA",40.4224,-80.0886,517
"Malverne Park Oaks, NY",40.6816,-73.6645,517
"Schulter, OK",35.5113,-95.9566,517
"Ravia, OK",34.2411,-96.7564,517
"Livingston, WI",42.9001,-90.4337,517
"Rowes Run, PA",40.0089,-79.8176,517
"South Vienna, OH",39.9294,-83.6138,516
"Agency, IA",40.997,-92.3073,516
"Holland, IN",38.2464,-87.0384,516
"Murchison, TX",32.2751,-95.756,516
"Ellerslie, MD",39.7169,-78.7747,516
"Callery, PA",40.7393,-80.0379,516
"Highland Lake, AL",33.8876,-86.4244,516
"Mud Lake, ID",43.8431,-112.4798,516
"Juniata Gap, PA",40.5518,-78.4332,516
"Lakeview, MS",34.9874,-90.1395,516
"Elaine, AR",34.3087,-90.8533,515
"Newdale, ID",43.8864,-111.6038,515
"Sharon, SC",34.952,-81.3435,515
"Stanhope, IA",42.2889,-93.796,515
"Grimes, AL",31.2999,-85.4503,515
"Pangburn, AR",35.4261,-91.8394,515
"Vienna Center, OH",41.2345,-80.6541,515
"Wauneta, NE",40.4164,-101.3766,515
"Parkton, NC",34.9028,-79.0113,515
"Pinehurst, GA",32.1956,-83.7596,515
"Pittsburg, IL",37.7771,-88.8499,515
"Perdido, AL",31.0034,-87.6323,515
"Sherman, MS",34.3611,-88.8387,515
"Cassadaga, NY",42.3427,-79.3181,515
"North Woodstock, NH",44.0364,-71.6968,515
"Gloucester, NC",34.7292,-76.5391,514
"Trapper Creek, AK",62.3189,-150.3965,514
"Hartley, TX",35.8914,-102.3933,514
"Montrose, SD",43.6999,-97.1844,514
"De Valls Bluff, AR",34.7861,-91.4608,514
"Belleville, AR",35.0915,-93.4458,514
"Lahoma, OK",36.3874,-98.0908,514
"Tampico, WA",46.5332,-120.8742,514
"Declo, ID",42.5196,-113.6288,514
"Strasburg, IL",39.3498,-88.6219,513
"New Virginia, IA",41.1818,-93.7311,513
"Gould, AR",33.9872,-91.5641,513
"Fair Bluff, NC",34.3126,-79.0333,513
"Adams, NE",40.4572,-96.5129,513
"Nisqually Indian Community, WA",47.0164,-122.6725,513
"So-Hi, AZ",35.2527,-114.1415,513
"Franklin, MN",44.5305,-94.8841,513
"Cayuga, NY",42.9191,-76.7265,513
"Bradford, AR",35.422,-91.4552,513
"Cross Roads, PA",39.82,-76.5728,513
"Lenzburg, IL",38.286,-89.818,513
"Atlantic Mine, MI",47.1037,-88.6281,513
"Butler, KY",38.7877,-84.372,513
"Sicily Island, LA",31.8493,-91.6599,513
"Ropesville, TX",33.4133,-102.1552,513
"Plymouth, IL",40.2922,-90.9162,512
"Dorrington, CA",38.3031,-120.2648,512
"Cold Springs, CA",38.7465,-120.8738,512
"Fields Landing, CA",40.7249,-124.2177,512
"South Philipsburg, PA",40.887,-78.2185,512
"Carney, OK",35.8062,-97.0155,512
"Lowell, OH",39.5293,-81.5068,512
"Evening Shade, OK",35.6195,-94.9104,512
"North La Junta, CO",37.9986,-103.5227,512
"Yelvington, KY",37.8483,-86.9749,511
"Cuyamungue, NM",35.8648,-106.0096,511
"Beech Bluff, TN",35.6047,-88.6292,511
"Windsor Heights, WV",40.1913,-80.6649,511
"Greenwood, NE",40.9614,-96.4433,511
"Mallow, VA",37.7676,-79.9702,511
"Pewamo, MI",43.002,-84.8473,511
"Buda, IL",41.329,-89.6793,511
"Loch Lynn Heights, MD",39.3919,-79.3726,511
"Dobbins, CA",39.3657,-121.2128,511
"Deary, ID",46.8003,-116.5572,511
"Lakeville, NY",42.8367,-77.703,511
"West Alton, MO",38.8665,-90.2085,511
"Toomsboro, GA",32.8225,-83.0826,511
"Bucoda, WA",46.7968,-122.868,511
"Pumpkin Center, CA",35.2653,-119.0324,511
"Groton Long Point, CT",41.3144,-72.0087,511
"Basalt, ID",43.3145,-112.165,511
"Fall River Mills, CA",41.0069,-121.4401,511
"Fletcher, OH",40.1417,-84.1119,510
"Oakwood, TX",31.5848,-95.8498,510
"Tull, AR",34.4409,-92.5779,510
"Ipava, IL",40.3526,-90.3235,510
"Bismarck, IL",40.2594,-87.6112,510
"Center, ND",47.1149,-101.2977,510
"Tryon, OK",35.8805,-96.9661,510
"New Melle, MO",38.7181,-90.8833,510
"Pennock, MN",45.1459,-95.175,510
"Floyd, VA",36.9118,-80.3184,510
"Calhan, CO",39.0345,-104.2994,510
"Hampton, MN",44.6085,-93.0025,510
"Union Star, MO",39.9794,-94.5987,510
"Lorain, PA",40.2961,-78.8959,509
"Clarksville, OH",39.4016,-83.983,509
"Mount Aetna, PA",40.4206,-76.2966,509
"Greens Fork, IN",39.8917,-85.0411,509
"Craigmont, ID",46.2422,-116.4728,509
"Cousins Island, ME",43.7631,-70.1409,509
"Mecosta, MI",43.621,-85.2304,509
"Cadyville, NY",44.6977,-73.6441,509
"Tioga, WV",38.422,-80.6548,509
"Robinson, PA",40.4033,-79.1403,509
"Cactus Forest, AZ",32.9578,-111.317,509
"Smithton, MO",38.681,-93.0928,509
"Dexter, KS",37.1794,-96.7161,508
"Barlow, KY",37.0512,-89.0444,508
"Cedar Valley, OK",35.8694,-97.5272,508
"Buffalo Gap, TX",32.2834,-99.8341,508
"Falmouth, PA",40.1316,-76.7046,508
"Thompsonville, MI",44.5205,-85.9388,508
"Karnak, IL",37.2942,-88.9758,507
"Eau Claire, MI",41.9853,-86.304,507
"Pleasant Valley, AK",64.8855,-146.8985,507
"Fowler, KS",37.3829,-100.1957,507
"Kauneonga Lake, NY",41.6904,-74.8347,507
"Coulee City, WA",47.6122,-119.2895,507
"Phillipsburg, GA",31.4389,-83.5203,507
"North Tunica, MS",34.7031,-90.3797,507
"West Woodstock, VT",43.6113,-72.5513,507
"Turah, MT",46.8397,-113.825,507
"Bell, FL",29.7568,-82.862,507
"Grannis, AR",34.2398,-94.322,507
"Sautee-Nacoochee, GA",34.6895,-83.686,507
"Mole Lake, WI",45.4859,-88.9823,507
"Danforth, ME",45.6595,-67.8682,507
"Conejo, NM",35.6287,-105.9423,507
"Burt, IA",43.1992,-94.2214,506
"Matthews, MO",36.7584,-89.5688,506
"Yakutat, AK",59.567,-139.5966,506
"Hilda, SC",33.274,-81.2466,506
"Scotch Meadows, NC",34.689,-79.5179,506
"Woodland, UT",40.5838,-111.2358,505
"Endeavor, WI",43.7146,-89.4684,505
"Humeston, IA",40.8609,-93.4971,505
"Mount Blanchard, OH",40.8986,-83.5566,505
"Woodland, MN",44.9524,-93.5155,505
"Blaine, OH",40.0688,-80.8095,505
"Deseret, UT",39.2876,-112.6511,505
"Napier Field, AL",31.3147,-85.455,505
"Balmorhea, TX",30.984,-103.7438,505
"Schenevus, NY",42.5497,-74.827,505
"Riverbend, MT",47.1472,-114.8319,505
"Silas, AL",31.7678,-88.3258,505
"Clearview, WV",40.1399,-80.6898,505
"Millers Lake, MI",43.18,-83.3257,505
"Exeter, NE",40.6445,-97.4489,505
"Ketchum, OK",36.5251,-95.0341,505
"Oacoma, SD",43.8038,-99.3721,505
"New Hampshire, OH",40.554,-83.9531,505
"Kennedy, AL",33.581,-87.9859,504
"Knapp, WI",44.9514,-92.0769,504
"Richmond, KS",38.4004,-95.252,504
"Ringwood, OK",36.3823,-98.2419,504
"Excel, AL",31.4264,-87.3433,504
"Hamilton Branch, CA",40.2772,-121.0961,504
"Dunlo, PA",40.2935,-78.7175,504
"Rothsay, MN",46.4731,-96.2842,504
"Hartford, AR",35.0236,-94.3799,504
"Meadow Bridge, WV",37.8613,-80.8561,504
"Bailey, NC",35.7805,-78.113,504
"Protection, KS",37.2004,-99.4808,504
"Calhoun, TN",35.2993,-84.7472,504
"Heart Butte, MT",48.2905,-112.8363,504
"Outlook, WA",46.3311,-120.0924,504
"South Bethany, DE",38.516,-75.0589,503
"Star Harbor, TX",32.1927,-96.0542,503
"Lamont, IA",42.5986,-91.6404,503
"Clintonville, PA",41.2016,-79.8748,503
"Canton, OK",36.055,-98.5884,503
"Bear Creek, TX",30.1824,-97.9401,503
"Sorento, IL",39.0008,-89.5748,503
"Kirkwood, PA",39.8539,-76.0798,503
"Round Valley, AZ",34.1877,-111.3017,503
"Sandersville, MS",31.7879,-89.0362,503
"Pueblo Nuevo, TX",27.4939,-99.3099,503
"Sugar Mountain, NC",36.1263,-81.8646,503
"Irvington, VA",37.6621,-76.4205,503
"Gilt Edge, TN",35.5336,-89.8303,503
"Placedo, TX",28.6922,-96.8259,503
"Boulevard, CA",32.664,-116.2896,502
"Buchanan Lake Village, TX",30.8565,-98.4378,502
"Shoreham, NY",40.957,-72.9071,502
"Swink, CO",38.0141,-103.6283,502
"Cross Hill, SC",34.3045,-81.9836,502
"Shubuta, MS",31.862,-88.7021,502
"Turtle Lake, ND",47.5216,-100.8908,502
"Reo, IN",37.9014,-87.1094,502
"El Portal, CA",37.6737,-119.787,502
"Gardner, FL",27.3537,-81.7895,502
"Nazlini, AZ",35.9155,-109.4726,502
"Patten, ME",46.0043,-68.4427,502
"Webster, NC",35.35,-83.2188,501
"Norwood, IL",40.7078,-89.6995,501
"Brooks, OR",45.0508,-122.9575,501
"Popponesset, MA",41.5737,-70.4636,501
"Gasburg, VA",36.5588,-77.8722,501
"Ruffin, NC",36.4428,-79.5433,501
"Bergholz, OH",40.5208,-80.8851,501
"Schall Circle, FL",26.7153,-80.1144,501
"Taylor Corners, CT",41.4464,-73.5288,501
"Oxford, WI",43.7799,-89.5657,500
"South Mansfield, LA",32.0181,-93.7237,500
"Mountain View, CO",39.7748,-105.0567,500
"Williamsfield, IL",40.9264,-90.0181,500
"Center Ossipee, NH",43.7542,-71.1508,500
"Mountain Lakes, NH",44.1205,-71.958,500
"Redfield, TX",31.6811,-94.6629,500
"Higgins, TX",36.121,-100.0274,499
"Coyote Acres, TX",27.7132,-98.1346,499
"Lodge Grass, MT",45.3142,-107.3677,499
"Delhi, IA",42.4303,-91.3307,499
"Throckmorton, TX",33.182,-99.1797,499
"Briarcliffe Acres, SC",33.7901,-78.749,499
"Akins, OK",35.5043,-94.67,499
"Kingstown, NC",35.3621,-81.6201,499
"Cawood, KY",36.7878,-83.2284,499
"Argyle, MN",48.3366,-96.8162,499
"Avon, UT",41.5354,-111.8125,499
"Cecilia, KY",37.6622,-85.9522,499
"Costilla, NM",36.9786,-105.5353,498
"Tuppers Plains, OH",39.1726,-81.8466,498
"Shaftsburg, MI",42.8059,-84.295,498
"Salesville, AR",36.241,-92.2769,498
"Point Comfort, TX",28.6715,-96.5591,498
"Milan, MN",45.1127,-95.9117,498
"Hornbeak, TN",36.3352,-89.2983,498
"Tushka, OK",34.3186,-96.1674,498
"Big Run, PA",40.9702,-78.8765,498
"La Paz, IN",41.4561,-86.3082,498
"Wampum, PA",40.8863,-80.3393,498
"Sheppton, PA",40.8964,-76.1196,498
"Siracusaville, LA",29.6886,-91.1522,498
"Snow Lake, IN",41.7302,-85.0327,497
"De Soto, WI",43.4283,-91.1963,497
"Grampian, PA",40.9647,-78.6114,497
"Bradley, AR",33.0993,-93.6569,497
"Pine Haven, WY",44.3534,-104.8104,497
"Brimhall Nizhoni, NM",35.7785,-108.6322,497
"Bellefonte, AR",36.1998,-93.047,497
"Soso, MS",31.7536,-89.2759,497
"Leola, AR",34.17,-92.5914,497
"Brockton, MT",48.1525,-104.9066,497
"Cowan, CA",37.5601,-120.9888,497
"Carlton, MT",46.6796,-114.0718,497
"Foyil, OK",36.4306,-95.5219,497
"Saint Benedict, PA",40.6276,-78.7295,497
"Enfield, IL",38.1008,-88.3382,497
"Tucker, MS",32.708,-89.0498,497
"Beacon, IA",41.2745,-92.6814,497
"Centralhatchee, GA",33.3689,-85.1037,497
"Hull, IL",39.7087,-91.2033,497
"Big Chimney, WV",38.4119,-81.5374,497
"Zeb, OK",35.8066,-95.0437,497
"Pine Brook Hill, CO",40.0462,-105.3097,497
"Sabattus, ME",44.121,-70.107,497
"El Centro Naval Air Facility, CA",32.8252,-115.6681,497
"Dodd City, TX",33.5757,-96.0755,496
"Loyall, KY",36.8527,-83.3506,496
"Hawk Run, PA",40.9228,-78.2042,496
"Sequatchie, TN",35.1115,-85.5965,496
"Dayton, ID",42.1118,-111.9779,496
"Prairiewood Village, SD",45.5094,-98.4194,496
"Centralia, KS",39.7243,-96.1301,496
"Montrose Manor, PA",40.3063,-75.9873,496
"West Farmington, OH",41.391,-80.974,496
"Caroga Lake, NY",43.1352,-74.481,496
"Nesika Beach, OR",42.5045,-124.4065,496
"Upper Santan Village, AZ",33.1152,-111.7419,496
"Simms, OK",35.3987,-95.1647,495
"Niangua, MO",37.3886,-92.8305,495
"Bokchito, OK",34.0196,-96.1492,495
"Tangipahoa, LA",30.8758,-90.5138,495
"Beverly Hills, MO",38.6979,-90.2901,495
"Gage, OK",36.3182,-99.7575,495
"Del Muerto, AZ",36.187,-109.4348,495
"San Ygnacio, TX",27.048,-99.4321,495
"Dubois, ID",44.1727,-112.2293,495
"Pueblo of Sandia Village, NM",35.2536,-106.5706,494
"Between, GA",33.8177,-83.8043,494
"Rayland, OH",40.1842,-80.6911,494
"Warner, SD",45.3252,-98.4952,494
"Rose Bud, AR",35.3249,-92.081,494
"Henderson, AR",36.3774,-92.2155,494
"Stanton, TN",35.4613,-89.4012,494
"Bancroft, KY",38.2832,-85.6129,494
"Moscow, IA",41.5724,-91.0822,494
"Uvalda, GA",32.0371,-82.5081,494
"Pillager, MN",46.3295,-94.4796,494
"El Paso, AR",35.1153,-92.0812,494
"Corning, OH",39.6016,-82.0876,494
"Beaver City, NE",40.1383,-99.8276,494
"Lohrville, WI",44.0382,-89.1201,494
"Hot Springs, NC",35.8934,-82.8303,494
"Arivaca, AZ",31.575,-111.2926,494
"Newell, SD",44.7174,-103.4183,494
"Benton, PA",41.1955,-76.3847,494
"Colver, PA",40.5426,-78.7891,494
"Meadville, MO",39.7882,-93.2992,493
"Prado Verde, TX",31.8898,-106.6135,493
"Burnsville, WV",38.8579,-80.6538,493
"Sylvan Hills, PA",40.4488,-78.3839,493
"Hampton, NE",40.8812,-97.8876,493
"Baileyton, TN",36.3304,-82.8292,493
"Burdett, NY",42.4168,-76.8439,493
"Westphalia, MO",38.4414,-92.0005,493
"Arnot, PA",41.6624,-77.1223,493
"Silverton, TX",34.4714,-101.304,493
"Maple Ridge, OH",40.9143,-81.0468,493
"Roberts, IL",40.6148,-88.1841,493
"Warrior Run, PA",41.1885,-75.9494,493
"Huntsville, UT",41.2602,-111.774,493
"Rudolph, WI",44.4972,-89.8018,493
"Bethpage, TN",36.4843,-86.3085,493
"Collins, IA",41.902,-93.3082,493
"Finley, TN",36.0357,-89.4799,493
"Strong City, KS",38.3955,-96.537,492
"Uniontown, KS",37.8471,-94.9755,492
"Lester, WV",37.7349,-81.3014,492
"Weissport, PA",40.8289,-75.701,492
"Granada, CO",38.063,-102.3115,492
"Wilsonville, IL",39.0694,-89.8553,492
"Spring Grove, IN",39.8472,-84.8912,492
"East Nassau, NY",42.533,-73.5085,492
"East Fork, AZ",33.8082,-109.9227,492
"Oden, MI",45.4251,-84.8257,492
"Laura, OH",39.9952,-84.4083,492
"Cass Lake, MN",47.3792,-94.5993,492
"Leedey, OK",35.8681,-99.3449,492
"Fairgrove, MI",43.5245,-83.5434,492
"Philip, SD",44.0407,-101.6645,491
"Scammon Bay, AK",61.842,-165.5833,491
"Barnum, MN",46.5054,-92.6884,491
"Wesley, AR",36.029,-93.9165,491
"Encampment, WY",41.2088,-106.7948,491
"Giltner, NE",40.7749,-98.1535,491
"Nordheim, TX",28.9239,-97.6141,491
"Sun, LA",30.6489,-89.907,491
"Longville, LA",30.609,-93.2282,491
"Newell, CA",41.8898,-121.3675,491
"New Hamilton, MS",33.7435,-88.4389,491
"Arlington, IN",39.6458,-85.5797,491
"Allendale, IL",38.5276,-87.7103,491
"Lind, WA",46.9705,-118.6165,491
"Dennehotso, AZ",36.8208,-109.8791,491
"Marshallton, PA",39.9496,-75.6781,491
"Lyle, MN",43.5058,-92.9412,490
"Pluckemin, NJ",40.6454,-74.6355,490
"Norway, IA",41.9022,-91.9227,490
"Kreamer, PA",40.8004,-76.9707,490
"Fountain, MN",43.7426,-92.1342,490
"Leslie, GA",31.9545,-84.0864,490
"Williston, TN",35.1585,-89.3754,490
"Clayhatchee, AL",31.2434,-85.7136,490
"Snook, TX",30.4907,-96.467,490
"Echo, LA",31.1085,-92.2406,490
"Masontown, WV",39.5512,-79.8003,490
"Vincentown, NJ",39.9367,-74.7519,490
"Ualapue, HI",21.0704,-156.8355,490
"Ila, GA",34.1729,-83.2929,490
"Ottertail, MN",46.4267,-95.5637,490
"Lyons, PA",40.4807,-75.7592,490
"Hanna, IN",41.4121,-86.7795,490
"Pleasant Groves, AL",34.735,-86.2054,490
"Lisman, AL",32.1792,-88.3002,490
"Quilcene, WA",47.8369,-122.9058,490
"Lewisville, ID",43.6951,-112.0131,489
"Hillsdale, IL",41.6108,-90.1752,489
"Ooltewah, TN",35.0723,-85.0545,489
"Charter Oak, IA",42.0682,-95.5897,489
"Davenport Center, NY",42.4458,-74.9088,489
"Bertha, MN",46.2671,-95.0618,489
"San Pierre, IN",41.1989,-86.8921,489
"Shipman, VA",37.7272,-78.8424,489
"Bentley, KS",37.8868,-97.5147,489
"Wayland, MO",40.3963,-91.5755,489
"Danube, MN",44.791,-95.1029,489
"Burkeville, VA",37.1879,-78.2012,489
"Four Lakes, WA",47.5576,-117.5818,489
"Lloydsville, OH",40.07,-80.9983,489
"Paradise, TX",33.1504,-97.6887,489
"Flat, TX",31.3093,-97.6242,489
"Newton, GA",31.3167,-84.3379,489
"Marcy, NY",43.1373,-75.268,489
"Delta, MO",37.1973,-89.7392,488
"Concord, GA",33.0917,-84.4387,488
"Glendale, UT",37.3342,-112.6035,488
"Boomer, WV",38.149,-81.28,488
"Ray, AL",32.8795,-86.0388,488
"Doyle, TN",35.8553,-85.512,488
"Scottsville, VA",37.8064,-78.4919,488
"Fordsville, KY",37.6357,-86.7171,488
"Anthon, IA",42.3881,-95.8656,488
"Prospect, LA",31.4488,-92.4968,488
"Cherry, IL",41.428,-89.2132,488
"Banquete, TX",27.8007,-97.7972,488
"Knollwood, TX",33.6893,-96.6185,488
"Kipnuk, AK",59.9373,-164.0616,488
"Buford, OH",39.072,-83.8393,488
"Pettisville, OH",41.5324,-84.2231,488
"Valencia, PA",40.6767,-79.9883,487
"Irvona, PA",40.7737,-78.5501,487
"Atkinson, NC",34.5275,-78.1697,487
"Leeds, ND",48.2878,-99.4346,487
"Tishomingo, MS",34.6382,-88.2291,487
"Minford, OH",38.8618,-82.8552,487
"Whitefield, OK",35.2545,-95.2391,487
"Elnora, IN",38.8762,-87.0846,487
"Edgerton, MO",39.5023,-94.6296,487
"Brooktondale, NY",42.3824,-76.3986,487
"Thackerville, OK",33.7936,-97.142,487
"Washington Crossing, NJ",40.296,-74.8615,487
"Canada de los Alamos, NM",35.5927,-105.8597,487
"Arkansas City, AR",33.6089,-91.2048,487
"Gaines, MI",42.8725,-83.9108,487
"Boulder Canyon, SD",44.3971,-103.6046,487
"Lockwood, CA",38.4867,-120.6035,487
"Butterfield, MN",43.9587,-94.7942,486
"Ocheyedan, IA",43.4182,-95.5366,486
"Caswell Beach, NC",33.9073,-78.0471,486
"New Hebron, MS",31.7332,-89.9833,486
"Frankford, MO",39.4927,-91.3203,486
"Salemburg, NC",35.0152,-78.5028,486
"Amalga, UT",41.8564,-111.8974,486
"Jupiter Inlet Colony, FL",26.948,-80.0755,486
"East Newnan, GA",33.3461,-84.7763,486
"Woodland, MI",42.7268,-85.1344,485
"Carbon Hill, IL",41.297,-88.2999,485
"Gordonville, MO",37.3111,-89.6739,485
"Clay, WV",38.4662,-81.0813,485
"Hawthorn, PA",41.021,-79.2782,485
"Homeworth, OH",40.8357,-81.0649,485
"Springfield, WV",39.445,-78.6976,485
"Central Bridge, NY",42.711,-74.3452,485
"Blue River, WI",43.1844,-90.5719,484
"Bishop, GA",33.8171,-83.4372,484
"Alta Vista, KS",38.8628,-96.4888,484
"Westwood Hills, KS",39.0389,-94.6097,484
"Indian Point, MO",36.6428,-93.3444,484
"Packwood, IA",41.1327,-92.0825,484
"St. Marys Point, MN",44.9128,-92.7702,484
"Harrisville, MI",44.6575,-83.2945,484
"Lewistown Heights, MT",47.0784,-109.4735,484
"Boykins, VA",36.5779,-77.1989,484
"Cedar Rapids, NE",41.5589,-98.1493,484
"Charleston, UT",40.4661,-111.46,484
"Wounded Knee, SD",43.1435,-102.3681,484
"Mesquite Creek, AZ",34.9607,-114.5714,484
"Dupree, SD",45.0495,-101.6013,483
"St. Ann Highlands, CO",39.9873,-105.4559,483
"Higbee, MO",39.3059,-92.5132,483
"Busby, MT",45.5281,-106.9752,483
"Van Bibber Lake, IN",39.7291,-86.9297,483
"Norwich, KS",37.4572,-97.848,483
"Hooven, OH",39.1864,-84.7632,483
"Mount Jackson, PA",40.9623,-80.4353,483
"Tijeras, NM",35.0884,-106.3761,483
"Peak Place, NM",35.7911,-105.9432,483
"Baker, CA",35.2769,-116.0717,482
"Dublin, NC",34.6562,-78.7231,482
"Vesper, WI",44.4805,-89.9676,482
"Floodwood, MN",46.9175,-92.9186,482
"Hillsboro, AL",34.6407,-87.1838,482
"Benson, IL",40.8505,-89.1211,482
"Nipinnawasee, CA",37.4031,-119.7293,482
"West Brule, SD",44.0727,-99.6383,482
"Pennwyn, PA",40.2895,-75.9731,482
"Mount Taylor, NM",35.1241,-107.8075,482
"Fawn Grove, PA",39.7312,-76.4521,481
"Boothville, LA",29.333,-89.4053,481
"Springville, CA",36.1225,-118.8228,481
"Johnson City, OR",45.4046,-122.5794,481
"Cochiti, NM",35.6104,-106.3501,481
"San Ardo, CA",36.0238,-120.9074,481
"Diagonal, IA",40.8104,-94.342,481
"Pin Oak Acres, OK",36.1226,-95.2889,481
"East Frankfort, NY",43.0169,-75.0648,480
"Wall, PA",40.3916,-79.786,480
"Laurel Run, PA",41.2195,-75.8446,480
"Stacyville, IA",43.4392,-92.7841,480
"Homer C Jones, NM",35.3078,-108.0966,480
"Narrowsburg, NY",41.6034,-75.0563,480
"Yah-ta-hey, NM",35.6291,-108.7927,480
"La Plena, PR",18.0411,-66.2064,480
"North Adams, MI",41.9707,-84.5251,480
"Savanna, OK",34.8356,-95.8355,479
"Horntown, VA",37.9655,-75.456,479
"Burlington, IL",42.0416,-88.5508,479
"Good Hope, GA",33.785,-83.6094,479
"Riley, IN",39.3898,-87.3003,479
"Friendship, OH",38.698,-83.1005,479
"Smock, PA",39.9997,-79.7774,479
"Rhinecliff, NY",41.922,-73.9439,479
"Birmingham, IA",40.878,-91.9472,479
"Verndale, MN",46.3969,-95.0125,479
"Big Springs, NE",41.0609,-102.0745,479
"Evaro, MT",47.0737,-114.0206,479
"South Renovo, PA",41.3244,-77.743,478
"Livermore, IA",42.8681,-94.1841,478
"Lafayette, MN",44.4471,-94.3927,478
"Nelson, NE",40.2012,-98.0687,478
"Downieville-Lawson-Dumont, CO",39.7662,-105.6125,478
"Harvey Cedars, NJ",39.6995,-74.1426,478
"Solomon, AZ",32.8138,-109.629,478
"Enterprise, MS",32.1731,-88.8163,478
"Spring Mills, PA",40.8534,-77.5654,478
"Lyons Falls, NY",43.617,-75.3618,478
"Pescadero, CA",37.2507,-122.3725,478
"Soudersburg, PA",40.015,-76.1529,478
"Linn, KS",39.6793,-97.0869,478
"Barton Hills, MI",42.3167,-83.7561,478
"Nutrioso, AZ",33.9514,-109.2058,478
"Ramsey, IN",38.3237,-86.1547,478
"Port Penn, DE",39.5169,-75.5811,477
"Westminster, OH",40.699,-83.9795,477
"Fairfield, VA",37.8827,-79.2829,477
"Cream Ridge, NJ",40.1326,-74.5348,477
"Mattoon, WI",45.0046,-89.0411,477
"Ridgewood, OH",39.1899,-84.4343,477
"Doon, IA",43.279,-96.2329,477
"Lovilia, IA",41.1349,-92.908,477
"Fessenden, ND",47.6494,-99.6267,477
"Lewis, KS",37.937,-99.2547,477
"Cuba, NM",36.0146,-106.968,476
"Plum Springs, KY",37.021,-86.3777,476
"Rosholt, WI",44.6301,-89.3053,476
"Hostetter, PA",40.264,-79.3977,476
"Kismet, KS",37.2046,-100.7018,476
"Crawfordsville, AR",35.2267,-90.3241,476
"Sigel, IL",39.2257,-88.4945,476
"Racine, MN",43.7755,-92.481,476
"Marion Center, PA",40.7705,-79.0473,476
"Sugar Grove, PA",41.9837,-79.3395,476
"Sopchoppy, FL",30.0598,-84.4854,476
"Panama, NY",42.0747,-79.4849,476
"Kulm, ND",46.3019,-98.9468,476
"Byrnedale, PA",41.2915,-78.5023,476
"Cumberland City, TN",36.3828,-87.6403,475
"Pownal Center, VT",42.7977,-73.2214,475
"Thorne Bay, AK",55.6652,-132.5337,475
"Drakes Branch, VA",36.9933,-78.6009,475
"Thompsonville, IL",37.9144,-88.7622,475
"McLeod, TX",32.9455,-94.0776,475
"Badger, IA",42.6141,-94.1446,475
"Proberta, CA",40.0761,-122.1776,475
"Flintville, TN",35.0602,-86.4164,475
"Hiltonia, GA",32.8833,-81.6613,475
"Leaf River, IL",42.1233,-89.404,475
"South Wayne, WI",42.5676,-89.8763,475
"Kosse, TX",31.307,-96.6292,475
"Emery, SD",43.602,-97.6195,475
"Lake City, CO",38.0303,-107.3106,474
"Weir, TX",30.6759,-97.593,474
"Turkey Creek, AZ",33.8011,-109.9461,474
"Nectar, AL",33.9686,-86.6346,474
"Laurel, IN",39.5017,-85.1877,474
"Urbana, MO",37.8436,-93.1676,474
"Camden Point, MO",39.4532,-94.7489,474
"Montreat, NC",35.6478,-82.3001,474
"The Silos, MT",46.3985,-111.5865,474
"The Highlands, KS",38.1659,-97.9497,474
"Worthington, PA",40.838,-79.6351,474
"Bonfield, IL",41.145,-88.0542,474
"Robards, KY",37.6766,-87.5333,474
"Mardela Springs, MD",38.4589,-75.7565,473
"Fairplay, MD",39.5357,-77.7463,473
"Barnegat Light, NJ",39.753,-74.1095,473
"Malden, IL",41.4249,-89.3698,473
"New England, GA",34.9079,-85.488,473
"Stanardsville, VA",38.2991,-78.4368,473
"Mount Auburn, IL",39.7649,-89.2608,473
"Icehouse Canyon, AZ",33.3553,-110.7965,473
"Churdan, IA",42.1542,-94.4781,473
"Williamsburg, IN",39.9509,-84.9964,473
"Witches Woods, CT",41.9485,-72.0724,472
"Enoree, SC",34.6593,-81.9609,472
"Grover Hill, OH",41.019,-84.4774,472
"Walnuttown, PA",40.4467,-75.8405,472
"Bancroft, WV",38.5107,-81.8417,472
"Jenkins, MN",46.6528,-94.3298,472
"Hickory, MS",32.3167,-89.0217,472
"Pippa Passes, KY",37.3342,-82.8733,472
"Buckley, IL",40.5973,-88.0378,472
"Union, LA",30.0918,-90.8844,472
"De Land, IL",40.1218,-88.6435,472
"Crystal Lake Park, MO",38.6212,-90.4321,472
"Hoyleton, IL",38.4457,-89.2721,472
"Garland, TN",35.5823,-89.7525,472
"Pine Hollow, OR",45.242,-121.291,472
"Oak City, NC",35.9625,-77.3051,472
