name,lat,lng,population
"Highland Lakes, AL",33.3973,-86.6495,5673
"Sandersville, GA",32.9827,-82.8089,5673
"Nashville, NC",35.9693,-77.9554,5672
"Covington, VA",37.7786,-79.9867,5671
"East Harwich, MA",41.7081,-70.0339,5670
"Moyock, NC",36.5165,-76.1728,5669
"Norwood, NJ",40.9933,-73.951,5668
"Bliss Corner, MA",41.6053,-70.9421,5666
"Grafton, OH",41.2809,-82.038,5665
"Offutt AFB, NE",41.1207,-95.9209,5663
"Winston, OR",43.1201,-123.4246,5663
"Tracyton, WA",47.6094,-122.6533,5658
"Selinsgrove, PA",40.8003,-76.8646,5655
"Temple, GA",33.7342,-85.0289,5655
"Kayenta, AZ",36.7144,-110.259,5651
"Yoakum, TX",29.2934,-97.1468,5649
"Jackson, GA",33.292,-83.9679,5648
"Pelham Manor, NY",40.893,-73.8058,5648
"Lafayette, TN",36.5241,-86.0304,5643
"New Whiteland, IN",39.5617,-86.0994,5641
"Waimanalo, HI",21.3421,-157.7303,5634
"Emporia, VA",36.6953,-77.5356,5633
"North Windham, ME",43.8233,-70.4293,5633
"West Modesto, CA",37.6178,-121.0346,5633
"Crosspointe, VA",38.7253,-77.2638,5632
"Henryetta, OK",35.4417,-95.9864,5631
"Calverton, NY",40.9138,-72.766,5629
"Chisago City, MN",45.3473,-92.9116,5629
"Towaco, NJ",40.9263,-74.3451,5627
"Laurel Bay, SC",32.4599,-80.7869,5627
"Waterford, WI",42.7645,-88.216,5627
"Anadarko, OK",35.065,-98.2443,5627
"Hidden Valley, IN",39.1672,-84.8444,5625
"Creswell, OR",43.9212,-123.016,5625
"Eastman, GA",32.1973,-83.1714,5624
"Lavon, TX",33.0252,-96.4381,5624
"Palmerton, PA",40.8023,-75.616,5624
"Fairview, GA",34.9295,-85.294,5620
"Adel, GA",31.1264,-83.4229,5619
"Bowie, TX",33.5566,-97.844,5617
"Imperial, MO",38.3673,-90.3705,5617
"Kings Point, NY",40.8161,-73.7405,5614
"Rainsville, AL",34.4938,-85.8436,5613
"Leesville, LA",31.1324,-93.2673,5610
"McGregor, TX",31.4186,-97.4283,5608
"Holtville, CA",32.8129,-115.3779,5606
"Rancho Murieta, CA",38.5085,-121.0716,5606
"Mena, AR",34.5812,-94.2369,5605
"Dundee, FL",28.0115,-81.5995,5604
"New Brighton, PA",40.7355,-80.309,5600
"Bellevue, KY",39.1012,-84.4775,5598
"East Pasadena, CA",34.1378,-118.0776,5592
"Suncrest, WA",47.8297,-117.6056,5590
"Odessa, MO",38.9988,-93.9666,5589
"Ranson, WV",39.325,-77.8667,5588
"Country Knolls, NY",42.9085,-73.807,5587
"Dundee, MI",41.9642,-83.6636,5584
"Hollidaysburg, PA",40.4311,-78.393,5581
"St. Clair, MI",42.8262,-82.493,5581
"East Port Orchard, WA",47.5194,-122.6183,5581
"Carlinville, IL",39.2775,-89.8762,5574
"Belleview, FL",29.0608,-82.0565,5569
"Williams, CA",39.1498,-122.1389,5569
"White Rock, NM",35.8075,-106.2067,5568
"Kaser, NY",41.1214,-74.0684,5568
"White City, UT",40.5666,-111.8636,5568
"Laie, HI",21.6442,-157.9279,5568
"Sunset, UT",41.1392,-112.0285,5567
"Wyndmoor, PA",40.0856,-75.1941,5567
"Lake Mohegan, NY",41.3165,-73.8475,5566
"Surfside, FL",25.8787,-80.125,5566
"Leakesville, MS",31.1497,-88.5557,5564
"Four Corners, MT",45.6697,-111.1785,5562
"Grosse Pointe, MI",42.3915,-82.9118,5561
"Monaca, PA",40.6833,-80.2736,5557
"Sylvester, GA",31.53,-83.8338,5557
"New Burlington, OH",39.2628,-84.5501,5556
"McSwain, CA",37.3145,-120.5868,5556
"Anamosa, IA",42.1091,-91.2758,5553
"New Carlisle, OH",39.9446,-84.0257,5552
"Chestertown, MD",39.2182,-76.0714,5548
"Fort Myers Beach, FL",26.4308,-81.9146,5548
"Dunlap, TN",35.3675,-85.3899,5546
"La Habra Heights, CA",33.9603,-117.951,5546
"Morganville, NJ",40.3756,-74.2444,5544
"Trenton, MO",40.0818,-93.603,5542
"Red Oak, IA",41.014,-95.225,5542
"Dulles Town Center, VA",39.0265,-77.4196,5541
"Pahokee, FL",26.8202,-80.6621,5539
"Margaret, AL",33.6734,-86.468,5538
"Philomath, OR",44.5423,-123.3599,5537
"DeWitt, IA",41.8227,-90.5448,5535
"Somerdale, NJ",39.8455,-75.0218,5535
"Greenville, PA",41.4051,-80.3836,5533
"Rothschild, WI",44.8761,-89.6173,5532
"Credit River, MN",44.6744,-93.3791,5531
"Columbia Falls, MT",48.3708,-114.1902,5531
"Locust, NC",35.2688,-80.4369,5529
"Gray, LA",29.678,-90.7831,5524
"Berlin, WI",43.9704,-88.9504,5523
"Silver Springs, NV",39.3826,-119.2148,5523
"Noroton, CT",41.0595,-73.4922,5522
"White Hall, AR",34.2741,-92.1006,5520
"New Castle, DE",39.6681,-75.5697,5519
"Exeter, PA",41.3337,-75.8213,5514
"Sinton, TX",28.0392,-97.5153,5513
"Walton, KY",38.8645,-84.6122,5513
"Treasure Lake, PA",41.1677,-78.7187,5513
"Rockwood, TN",35.8692,-84.6731,5510
"Bessemer City, NC",35.284,-81.2828,5508
"Spring Valley, IL",41.3362,-89.2038,5508
"Wilmington, IL",41.3207,-88.164,5507
"Iroquois Point, HI",21.3218,-157.9803,5506
"Mount Carmel, TN",36.562,-82.6618,5504
"Monticello, IN",40.7455,-86.7668,5504
"Holdrege, NE",40.4394,-99.3773,5503
"Mead, CO",40.2318,-104.9911,5503
"Verdigris, OK",36.2536,-95.66,5502
"Marlin, TX",31.3085,-96.8934,5500
"Oakwood, GA",34.2236,-83.8851,5499
"Kodiak, AK",57.7934,-152.4059,5497
"Strawberry, CA",37.8925,-122.5078,5496
"Albion, NY",43.246,-78.1902,5495
"Osceola, IA",41.0304,-93.784,5495
"Columbus, WI",43.3354,-89.03,5493
"Quantico Base, VA",38.5228,-77.3186,5491
"Glasgow Village, MO",38.7578,-90.1984,5491
"Walterboro, SC",32.901,-80.676,5490
"Otis Orchards-East Farms, WA",47.703,-117.0854,5486
"Luling, TX",29.6814,-97.6468,5486
"Blauvelt, NY",41.0689,-73.9545,5485
"Pawcatuck, CT",41.3774,-71.8492,5475
"Prairie du Chien, WI",43.0429,-91.1372,5471
"Spirit Lake, IA",43.4176,-95.1109,5469
"Floral City, FL",28.7065,-82.309,5467
"Coraopolis, PA",40.5148,-80.1627,5464
"St. Paul Park, MN",44.8359,-92.9949,5464
"The Meadows, FL",27.3647,-82.4716,5463
"Shillington, PA",40.3029,-75.967,5462
"Fishhook, AK",61.7199,-149.2621,5461
"Carlisle, OH",39.5807,-84.3201,5460
"Candlewick Lake, IL",42.3525,-88.8694,5459
"Belvedere, SC",33.537,-81.9424,5458
"Macon, MO",39.7426,-92.4711,5457
"South Gate Ridge, FL",27.2856,-82.497,5456
"Rockdale, TX",30.6543,-97.0089,5455
"Ellenton, FL",27.5269,-82.5258,5454
"Toronto, OH",40.4581,-80.6095,5452
"Hampton Manor, NY",42.6197,-73.7288,5448
"Willow Park, TX",32.7548,-97.6498,5447
"Manchester, MD",39.6585,-76.8881,5446
"Lyons, NJ",40.6811,-74.5493,5444
"Sayre, PA",41.9856,-76.5207,5444
"Smiths Station, AL",32.528,-85.0943,5443
"Cicero, IN",40.1246,-86.0242,5441
"Palermo, CA",39.4313,-121.5225,5440
"Walnut Ridge, AR",36.0848,-90.9467,5440
"Chesterbrook, PA",40.0735,-75.4582,5439
"Douglass Hills, KY",38.2367,-85.5499,5437
"Fairport, NY",43.099,-77.4427,5436
"Wyldwood, TX",30.1299,-97.48,5436
"Atlanta, TX",33.1136,-94.1672,5434
"Wrightsboro, NC",34.2895,-77.9217,5434
"Aledo, TX",32.6974,-97.6069,5432
"New Hempstead, NY",41.1488,-74.0485,5431
"Williamsville, NY",42.9623,-78.7418,5430
"Caruthersville, MO",36.1814,-89.6664,5426
"Wellston, OH",39.1172,-82.5375,5426
"Alvarado, TX",32.4068,-97.2149,5424
"Waynesville, MO",37.8201,-92.2202,5422
"Zephyrhills South, FL",28.2152,-82.1886,5422
"Tyrone, PA",40.6764,-78.246,5421
"Chelsea, MI",42.3132,-84.0188,5420
"North Hills, NY",40.7765,-73.6778,5419
"Ashton-Sandy Spring, MD",39.1515,-77.0065,5418
"Cocoa West, FL",28.3591,-80.7713,5416
"Ripley, MS",34.7321,-88.9444,5415
"Algona, IA",43.0743,-94.2311,5414
"Hyde Park, UT",41.8008,-111.8121,5410
"Coco, PR",18.0009,-66.2602,5409
"Trooper, PA",40.1489,-75.3991,5408
"Pennside, PA",40.3384,-75.8764,5406
"Semmes, AL",30.7899,-88.2389,5404
"Conley, GA",33.6399,-84.3376,5404
"Neshanic Station, NJ",40.5291,-74.7358,5403
"Battlement Mesa, CO",39.4506,-108.0063,5402
"Lake Holiday, IL",41.6159,-88.6683,5402
"Lake Barrington, IL",42.2121,-88.1684,5400
"Town and Country, WA",47.7259,-117.422,5398
"Rio Pinar, FL",28.5271,-81.2628,5396
"Oak Point, TX",33.1795,-96.9907,5395
"Layhill, MD",39.0871,-77.0404,5392
"Marlene Village, OR",45.5173,-122.8199,5391
"Colby, KS",39.3848,-101.0452,5389
"Sansom Park, TX",32.8027,-97.4021,5387
"Old Fig Garden, CA",36.7989,-119.8052,5387
"Sheldon, IA",43.1797,-95.8437,5386
"Cameron, TX",30.8608,-96.9763,5385
"Winterset, IA",41.345,-94.0138,5384
"East Freehold, NJ",40.2718,-74.2425,5381
"Deer Park, OH",39.2039,-84.3978,5380
"St. Helena, CA",38.5063,-122.4682,5378
"Van Alstyne, TX",33.4216,-96.5838,5378
"Orangetree, FL",26.2929,-81.5786,5377
"Tice, FL",26.6756,-81.8166,5377
"Centerville, IA",40.7292,-92.8716,5377
"Cramerton, NC",35.2343,-81.0734,5376
"Okeechobee, FL",27.2413,-80.8298,5376
"Cape May Court House, NJ",39.0788,-74.8205,5375
"North Fond du Lac, WI",43.8107,-88.486,5373
"White City, FL",27.3721,-80.3404,5373
"Reminderville, OH",41.3338,-81.4018,5370
"Olyphant, PA",41.4506,-75.5753,5370
"Rensselaer, IN",40.9375,-87.1684,5369
"Iola, KS",37.9274,-95.4006,5368
"St. Martinville, LA",30.1263,-91.8319,5367
"Glendora, NJ",39.8405,-75.0677,5367
"Clarinda, IA",40.7377,-95.0338,5366
"Forest, MS",32.3595,-89.4761,5365
"Balm, FL",27.7542,-82.2882,5362
"Goddard, KS",37.6652,-97.5617,5361
"Glencoe, AL",33.9447,-85.9322,5356
"Thatcher, AZ",32.8323,-109.7595,5354
"Boulder Creek, CA",37.1341,-122.1272,5353
"Senoia, GA",33.3082,-84.5546,5353
"Clementon, NJ",39.8046,-74.985,5351
"Whitfield, PA",40.3362,-76.0053,5346
"Warren, AR",33.6113,-92.0678,5342
"Penuelas, PR",18.0595,-66.7206,5339
"Polson, MT",47.6886,-114.1411,5334
"Guanica, PR",17.9698,-66.9309,5333
"Rusk, TX",31.7978,-95.1489,5332
"Roanoke, AL",33.1453,-85.3694,5332
"Benson, AZ",31.9157,-110.3257,5331
"Posen, IL",41.629,-87.6859,5331
"Keyes, CA",37.5573,-120.9114,5330
"Englewood Cliffs, NJ",40.8823,-73.9467,5330
"Brookshire, TX",29.7824,-95.9514,5330
"Hollywood, SC",32.752,-80.2118,5330
"Muleshoe, TX",34.2292,-102.7284,5328
"St. Robert, MO",37.8244,-92.1532,5327
"Canal Fulton, OH",40.8895,-81.5882,5326
"South Pasadena, FL",27.7526,-82.7394,5324
"Cortez, FL",27.4668,-82.6688,5323
"Ashland City, TN",36.2607,-87.0412,5318
"Moab, UT",38.5701,-109.5478,5316
"Turpin Hills, OH",39.1063,-84.3703,5315
"Salem, NJ",39.5681,-75.4724,5315
"Dove Valley, CO",39.5752,-104.8309,5313
"Grandwood Park, IL",42.3927,-87.989,5311
"Blythewood, SC",34.2121,-80.9921,5309
"Shaw Heights, CO",39.8566,-105.0391,5309
"Buckley, WA",47.1615,-122.02,5306
"Ione, CA",38.3613,-120.9422,5306
"Edinboro, PA",41.8762,-80.1247,5303
"Montevideo, MN",44.9505,-95.7153,5303
"Mayflower Village, CA",34.116,-118.0096,5303
"Grambling, LA",32.5275,-92.7124,5302
"Brush, CO",40.2598,-103.6323,5299
"Central, SC",34.7235,-82.7788,5299
"Whiskey Creek, FL",26.5733,-81.8903,5298
"Springfield, MI",42.3246,-85.2371,5295
"Westvale, NY",43.0399,-76.2176,5293
"Guadalupe, AZ",33.3665,-111.9633,5293
"Kensington, CA",37.9083,-122.2805,5292
"Palm Springs North, FL",25.9351,-80.3339,5291
"Weldon Spring, MO",38.7119,-90.6513,5291
"Westville, IN",41.5376,-86.9049,5291
"Chackbay, LA",29.8809,-90.775,5287
"Primera, TX",26.2237,-97.7529,5282
"Kahaluu, HI",21.4575,-157.8453,5282
"Orchard Homes, MT",46.8559,-114.0778,5280
"Pana, IL",39.3829,-89.0642,5277
"Blakely, GA",31.3827,-84.9228,5276
"Tiffin, IA",41.7064,-91.6583,5271
"Firthcliffe, NY",41.4408,-74.0353,5268
"Peppermill Village, MD",38.8939,-76.8878,5268
"Medina, TN",35.8152,-88.7901,5268
"West Salem, WI",43.8989,-91.0882,5268
"Lehighton, PA",40.8306,-75.7165,5268
"La Crescent, MN",43.83,-91.3042,5266
"Wheatley Heights, NY",40.7624,-73.3705,5266
"Fox Chapel, PA",40.5247,-79.8898,5264
"Brownfields, LA",30.5467,-91.1225,5263
"Naples Manor, FL",26.0892,-81.7254,5262
"Margate City, NJ",39.3307,-74.507,5260
"Tipton, IN",40.282,-86.0423,5255
"Rigby, ID",43.6734,-111.9132,5251
"Flagler Beach, FL",29.4716,-81.1303,5250
"Bigfork, MT",48.0852,-114.0551,5249
"Delhi Hills, OH",39.0871,-84.6177,5248
"Granite Shoals, TX",30.5894,-98.3671,5247
"Lewisburg, PA",40.9641,-76.8901,5247
"Johnstown, OH",40.15,-82.6881,5247
"Schuylkill Haven, PA",40.6283,-76.1729,5247
"Chardon, OH",41.5798,-81.207,5246
"Highwood, IL",42.206,-87.8128,5243
"Chester, SC",34.7051,-81.2132,5241
"Gladstone, MI",45.8521,-87.0358,5240
"Cresaptown, MD",39.5944,-78.8356,5238
"Brewton, AL",31.1113,-87.0737,5232
"Bargaintown, NJ",39.3687,-74.5924,5231
"El Granada, CA",37.5134,-122.4657,5231
"Redland, AL",32.4754,-86.1375,5231
"Titusville, PA",41.6273,-79.6699,5230
"Tillamook, OR",45.4562,-123.8331,5229
"Vinita, OK",36.6375,-95.1725,5229
"Sandy Oaks, TX",29.1821,-98.4081,5227
"Collegeville, PA",40.1873,-75.4581,5226
"Williamsburg, KY",36.7393,-84.1647,5226
"Rainbow Springs, FL",29.094,-82.4408,5226
"Ceiba, PR",18.265,-65.6488,5224
"Islip Terrace, NY",40.7503,-73.1869,5223
"Berkeley, IL",41.8891,-87.9115,5222
"Fort Rucker, AL",31.3428,-85.7154,5221
"Uhrichsville, OH",40.4005,-81.3515,5221
"West Pleasant View, CO",39.732,-105.1785,5221
"Sayre, OK",35.2966,-99.6286,5216
"Brady, TX",31.1322,-99.37,5215
"Nassau Bay, TX",29.5448,-95.0865,5211
"Pleasant Run, OH",39.2927,-84.5757,5211
"Porter, IN",41.6257,-87.0801,5208
"Chadron, NE",42.826,-103.0025,5207
"Crystal Lake, FL",28.0371,-81.9064,5203
"Avondale, LA",29.9072,-90.1933,5200
"Glennville, GA",31.9379,-81.9305,5199
"Center, TX",31.793,-94.1795,5198
"Eaton Rapids, MI",42.5091,-84.6531,5197
"Tucumcari, NM",35.17,-103.7046,5197
"Bristol, WI",42.5377,-88.0151,5196
"Vancleave, MS",30.5483,-88.6675,5196
"Northwood, OH",41.6089,-83.4837,5195
"Big Stone Gap, VA",36.8626,-82.7769,5193
"Bealeton, VA",38.5822,-77.7781,5193
"Veneta, OR",44.0471,-123.3514,5191
"River Ridge, FL",28.2669,-82.6257,5191
"Comstock Northwest, MI",42.3219,-85.518,5190
"Colona, IL",41.4678,-90.3446,5189
"Richlands, VA",37.0878,-81.8081,5188
"Duquesne, PA",40.3732,-79.8502,5186
"Carlyss, LA",30.1761,-93.3704,5184
"Hugo, OK",34.0118,-95.5115,5184
"Madisonville, TN",35.5232,-84.363,5184
"Utica, MI",42.629,-83.0218,5184
"Troy Hills, NJ",40.8483,-74.3993,5183
"Elmsford, NY",41.0541,-73.8143,5183
"Shanor-Northvue, PA",40.9104,-79.9157,5183
"Allegan, MI",42.5299,-85.8462,5182
"Breckenridge, TX",32.7566,-98.9125,5182
"Deale, MD",38.791,-76.5469,5182
"Woodside, CA",37.4221,-122.2586,5181
"New Martinsville, WV",39.6635,-80.8569,5175
"North Oaks, MN",45.1002,-93.0882,5175
"Samsula-Spruce Creek, FL",29.0484,-81.0628,5174
"Tichigan, WI",42.8087,-88.215,5173
"Mayfair, CA",36.7694,-119.7612,5173
"Fort Meade, FL",27.7645,-81.8058,5172
"Bolivar, TN",35.2645,-89.0118,5171
"Windsor Heights, IA",41.6045,-93.7128,5171
"Mayville, WI",43.4986,-88.5474,5169
"Beach Haven West, NJ",39.6703,-74.2338,5164
"Berlin, MD",38.331,-75.2148,5161
"Hickory Creek, TX",33.1109,-97.0308,5161
"Calistoga, CA",38.5818,-122.5824,5159
"Camilla, GA",31.2337,-84.2088,5158
"Bangor, PA",40.8678,-75.2085,5158
"Smithville, TN",35.9584,-85.8211,5158
"Williamston, NC",35.8465,-77.0661,5157
"Cherokee, IA",42.7499,-95.5529,5157
"Cut Off, LA",29.5164,-90.3291,5157
"West Hazleton, PA",40.9701,-76.0142,5156
"Lawrenceburg, IN",39.0986,-84.8713,5155
"Linton, IN",39.0354,-87.1577,5153
"Ledgewood, NJ",40.8769,-74.6724,5150
"Waipio Acres, HI",21.4688,-158.0173,5146
"Falcon Heights, MN",44.9899,-93.177,5145
"Coal City, IL",41.2772,-88.2803,5145
"Alexandria, IN",40.263,-85.6737,5145
"Manchester, IA",42.4854,-91.4557,5144
"Buckhannon, WV",38.9927,-80.2281,5144
"Mechanicville, NY",42.9036,-73.6894,5143
"Rockmart, GA",34.0103,-85.044,5142
"Wildwood, NJ",38.9881,-74.8195,5140
"Daytona Beach Shores, FL",29.1696,-80.9796,5139
"Kingsford, MI",45.8061,-88.0995,5138
"Hampton, MD",39.4237,-76.5685,5138
"West Hills, NY",40.8199,-73.4339,5138
"Citrus Park, AZ",33.53,-112.4441,5136
"Boothwyn, PA",39.8357,-75.4454,5129
"Doffing, TX",26.2788,-98.3856,5126
"Apple Valley, OH",40.4389,-82.3481,5125
"West Ocean City, MD",38.3466,-75.1122,5124
"Headland, AL",31.3501,-85.3523,5124
"Glenwood, IA",41.0446,-95.7406,5118
"Pendleton, IN",40.0066,-85.7711,5115
"Social Circle, GA",33.6505,-83.7116,5113
"Fussels Corner, FL",28.0574,-81.861,5113
"Terryville, CT",41.6784,-73.0064,5112
"Pleasant View, TN",36.3893,-87.0455,5111
"Frankenmuth, MI",43.3322,-83.7391,5108
"Middletown, MD",39.4415,-77.5347,5108
"Hazard, KY",37.2584,-83.1977,5105
"Monee, IL",41.4181,-87.7502,5104
"El Cerro Mission, NM",34.7688,-106.6447,5101
"Midfield, AL",33.4553,-86.9224,5101
"Saranac Lake, NY",44.3252,-74.1309,5099
"Heeia, HI",21.4205,-157.8205,5099
"Port Isabel, TX",26.054,-97.2505,5098
"Yosemite Lakes, CA",37.1885,-119.7723,5095
"Eureka, IL",40.7148,-89.2775,5095
"Carle Place, NY",40.7499,-73.6124,5094
"Fortville, IN",39.9246,-85.8466,5092
"Morris, MN",45.5857,-95.9046,5092
"Sergeant Bluff, IA",42.3978,-96.3517,5090
"Birdsboro, PA",40.2619,-75.8099,5090
"Buellton, CA",34.6152,-120.1943,5090
"Bridgeport, PA",40.1042,-75.3437,5085
"Giddings, TX",30.1833,-96.9279,5085
"Lakeport, CA",39.0392,-122.9218,5085
"Ridge Wood Heights, FL",27.2874,-82.5137,5085
"Denair, CA",37.5254,-120.7974,5085
"Dorneyville, PA",40.5762,-75.5194,5082
"Davison, MI",43.0318,-83.5187,5082
"West York, PA",39.9534,-76.761,5081
"Whispering Pines, NC",35.2537,-79.3754,5081
"Connell, WA",46.6622,-118.8405,5080
"Ballston Spa, NY",43.0068,-73.8525,5080
"Westport, NC",35.5103,-80.9783,5079
"Cherokee Village, AR",36.2959,-91.5696,5078
"King City, OR",45.4012,-122.8069,5078
"Suncook, NH",43.1382,-71.453,5075
"Redwood Falls, MN",44.547,-95.1031,5075
"Hiram, GA",33.8777,-84.771,5073
"Winona Lake, IN",41.2166,-85.8105,5073
"Beckett, NJ",39.7559,-75.3569,5072
"Helena Valley Northwest, MT",46.7289,-112.0631,5070
"Lone Grove, OK",34.1809,-97.2559,5070
"Todd Creek, CO",39.9797,-104.8734,5069
"Silver Hill, MD",38.8392,-76.9367,5068
"Spring House, PA",40.185,-75.2267,5068
"Justin, TX",33.0882,-97.3041,5068
"Concordia, KS",39.5669,-97.6467,5067
"Sheridan, AR",34.2996,-92.4223,5063
"Iowa Falls, IA",42.519,-93.2662,5062
"Savannah, MO",39.9391,-94.8279,5062
"Jackson, CA",38.3485,-120.7728,5061
"Clarks Summit, PA",41.4902,-75.7065,5058
"Meridian, CO",39.5458,-104.8533,5058
"Tallassee, AL",32.5315,-85.8903,5056
"Pinckneyville, IL",38.0851,-89.3717,5055
"Duryea, PA",41.3533,-75.7757,5054
"Lake Wisconsin, WI",43.3739,-89.5858,5051
"Terrell Hills, TX",29.4771,-98.4472,5050
"Turtle Creek, PA",40.4085,-79.8214,5046
"California, PA",40.0692,-79.9152,5046
"St. Clairsville, OH",40.0791,-80.8997,5043
"Running Springs, CA",34.2104,-117.1147,5043
"LaBelle, FL",26.7219,-81.4506,5042
"Hoopeston, IL",40.4608,-87.6635,5039
"Big Bear Lake, CA",34.2429,-116.8951,5038
"Milan, IL",41.4415,-90.5593,5037
"Sea Cliff, NY",40.8441,-73.6442,5037
"Archer Lodge, NC",35.6907,-78.3749,5036
"Falmouth, VA",38.3319,-77.4655,5036
"Ayden, NC",35.4693,-77.4167,5035
"Louisburg, KS",38.6202,-94.677,5034
"Three Points, AZ",32.0596,-111.2866,5033
"Cave Creek, AZ",33.8513,-111.9801,5033
"Myrtletown, CA",40.7888,-124.1286,5028
"Manheim, PA",40.163,-76.3964,5028
"Vandergrift, PA",40.5994,-79.5746,5028
"Wind Lake, WI",42.8239,-88.1563,5028
"Sawmills, NC",35.8165,-81.4781,5027
"Kenneth City, FL",27.8156,-82.7162,5025
"Wright City, MO",38.8341,-91.0399,5025
"Cheraw, SC",34.6956,-79.9084,5024
"Lake City, MN",44.4453,-92.2796,5021
"Ellisburg, NJ",39.9199,-75.0093,5021
"Munroe Falls, OH",41.1386,-81.4344,5019
"Hudson, TX",31.3287,-94.8014,5017
"Bluefield, VA",37.2351,-81.2751,5016
"Odenville, AL",33.6978,-86.4228,5015
"Swoyersville, PA",41.2977,-75.8799,5014
"Dodgeville, WI",42.966,-90.1297,5013
"Lake of the Pines, CA",39.0357,-121.059,5012
"Byram, CT",41.0011,-73.6528,5011
"Alva, OK",36.7895,-98.6649,5009
"Ardsley, NY",41.0134,-73.8394,5005
"Las Piedras, PR",18.1787,-65.8711,5005
"Ironwood, MI",46.4522,-90.1505,5004
"South Barrington, IL",42.0881,-88.158,5004
"New Freedom, PA",39.7353,-76.6967,5003
"Sunnyside, CA",36.7294,-119.6945,5003
"Summerside, OH",39.1187,-84.2861,5001
"Breckenridge, CO",39.4995,-106.0432,5001
"Grandyle Village, NY",42.9867,-78.9524,5000
"Orange, VA",38.2485,-78.1129,5000
"Chamberlayne, VA",37.628,-77.4288,5000
"Ste. Genevieve, MO",37.9755,-90.0477,4996
"Lake San Marcos, CA",33.1197,-117.209,4996
"North Westport, MA",41.654,-71.0927,4995
"Winter Beach, FL",27.712,-80.4254,4995
"Naples Park, FL",26.2633,-81.8094,4995
"Pensacola Station, FL",30.3541,-87.305,4993
"Chain Lake, WA",47.9028,-121.985,4989
"Pleasant Garden, NC",35.9595,-79.76,4989
"Princeton, MN",45.5688,-93.5899,4988
"Forked River, NJ",39.8257,-74.1819,4988
"The Pinehills, MA",41.8946,-70.5966,4988
"Shelley, ID",43.3795,-112.1261,4987
"Winfield, AL",33.9334,-87.7961,4982
"Circle Pines, MN",45.1409,-93.1505,4980
"Colville, WA",48.5454,-117.8985,4979
"Baxley, GA",31.7641,-82.3509,4971
"Argyle, TX",33.1102,-97.1867,4970
"Union Grove, WI",42.6864,-88.0496,4968
"Ampere North, NJ",40.7758,-74.1918,4968
"Lake Wildwood, CA",39.2349,-121.2002,4967
"Long View, NC",35.7217,-81.3857,4967
"Lares, PR",18.2964,-66.8836,4966
"Northwest Harbor, NY",41.0086,-72.2287,4966
"Wadesboro, NC",34.9645,-80.0746,4966
"Sonora, CA",37.9819,-120.3828,4965
"Kingfisher, OK",35.8444,-97.9386,4964
"Marksville, LA",31.1246,-92.0652,4964
"Bisbee, AZ",31.4126,-109.9178,4963
"Saltillo, MS",34.379,-88.6938,4962
"Adairsville, GA",34.3709,-84.9212,4960
"Brielle, NJ",40.1048,-74.0637,4960
"Island Park, NY",40.6051,-73.6553,4958
"Becker, MN",45.3824,-93.8772,4958
"Creedmoor, NC",36.1224,-78.6757,4957
"Oakhurst, CA",37.3475,-119.6202,4956
"Mineola, TX",32.6462,-95.4774,4956
"Robbins, IL",41.6431,-87.7081,4956
"Gilmer, TX",32.7318,-94.9461,4955
"Edgewater, CO",39.7508,-105.0627,4955
"Kanab, UT",37.0262,-112.5219,4950
"Theodore, AL",30.5408,-88.1885,4950
"Springville, AL",33.7643,-86.4742,4949
"Hamilton, MT",46.2527,-114.1598,4949
"Vinton, IA",42.1631,-92.026,4948
"Willits, CA",39.4047,-123.3494,4945
"West Sayville, NY",40.7295,-73.1051,4944
"Skyline View, PA",40.3376,-76.7256,4941
"Franklin, NJ",41.1101,-74.5886,4938
"Gibraltar, MI",42.096,-83.2029,4937
"Massac, KY",37.0335,-88.6858,4937
"Kenmar, PA",41.2547,-76.955,4937
"Sparks, TX",31.6727,-106.2399,4936
"Batesburg-Leesville, SC",33.9126,-81.5313,4935
"Lindstrom, MN",45.387,-92.8477,4933
"Omak, WA",48.4229,-119.5159,4931
"Port Allen, LA",30.4456,-91.2098,4928
"Medical Lake, WA",47.5712,-117.6893,4927
"Rocky Mount, VA",37.0045,-79.8854,4926
"Herculaneum, MO",38.2579,-90.3948,4925
"Rio Communities, NM",34.6459,-106.7164,4924
"Granite Falls, NC",35.797,-81.4237,4921
"Barling, AR",35.3284,-94.2791,4919
"Nashville, GA",31.2048,-83.2478,4918
"Progreso, TX",26.0962,-97.9566,4918
"Edwardsville, PA",41.2613,-75.9071,4917
"Demarest, NJ",40.955,-73.9568,4916
"Sparta, TN",35.9347,-85.4726,4915
"Elko New Market, MN",44.5665,-93.338,4915
"Shenandoah, IA",40.7582,-95.372,4913
"Winchester, IN",40.1719,-84.9764,4912
"Tara Hills, CA",37.9939,-122.3188,4912
"Royersford, PA",40.1862,-75.5382,4911
"Wauchula, FL",27.5469,-81.8102,4910
"Valparaiso, FL",30.4926,-86.5079,4910
"Aberdeen, MS",33.8287,-88.5539,4909
"Luverne, MN",43.6531,-96.2148,4907
"Wrightwood, CA",34.3495,-117.63,4907
"South Sarasota, FL",27.2857,-82.5332,4905
"North Manchester, IN",41.0044,-85.7751,4904
"Minot AFB, ND",48.4209,-101.3381,4904
"Fellsmere, FL",27.7241,-80.5974,4902
"Hillandale, MD",39.0249,-76.9737,4901
